"","n","m","dim","type_of_pareto_data","perc_increase","mult","intensity_parameter","auc(roc_Loo_multi)","auc(roc_Loo)","auc(roc_KNN_log_N_P)","auc(roc_KNN_log_N_P_diff_net)","auc(roc_KNN_5_sqrt_N)","auc(roc_KNN_5_sqrt_N_diff_net)","auc(roc_optics_k_mean)","auc(roc_optics_k_mean_diff_net)","auc(roc_optics_k_5)","auc(roc_optics_k_5_diff_net)","auc(roc_optics_sqrt_n)","auc(roc_optics_sqrt_n_diff_net)","auc(roc_OTS)","auc(roc_OTS_diff_net)","auc(roc_OTS_cosine)","auc(roc_OTS_diff_net_cosine)","auc(roc_OTS_cosine_med)","auc(roc_OTS_euc_med)","auc(roc_OTS_glob_avg_OTS)","auc(roc_spoutlier)","auc(roc_spoutlier_diff_net)","auc(roc_spoutlier_diff_net_norm)","auc_DPCC","auc(roc_cook_max)","auc(roc_cook_max_diff_net)","auc(roc_cook_avg)","auc(roc_cook_avg_diff_net)","auc(roc_cook_med)","auc(roc_cook_med_diff_net)"
"1",100,1,2,0,0.1,1.1,3,0.303030303030303,0.292929292929293,0.287878787878788,0.287878787878788,0.242424242424242,0.242424242424242,0.0782828282828283,0.0782828282828283,0.583333333333333,0.583333333333333,0.194444444444444,0.194444444444444,0.474747474747475,0.409090909090909,NA,NA,NA,0.398989898989899,NA,0.282828282828283,0.525252525252525,0.595959595959596,0.292929292929293,0.287878787878788,0.287878787878788,0.287878787878788,0.287878787878788,0.287878787878788,0.287878787878788
"2",500,1,2,0,0.1,1.1,3,0.93186372745491,0.930861723446894,0.907815631262525,0.907815631262525,0.928857715430862,0.928857715430862,0.568637274549098,0.568637274549098,0.658817635270541,0.658817635270541,0.930861723446894,0.930861723446894,0.8687374749499,0.713426853707415,NA,NA,NA,0.940881763527054,NA,0.676352705410822,0.906813627254509,0.905811623246493,0.930861723446894,0.930861723446894,0.930861723446894,0.930861723446894,0.930861723446894,0.930861723446894,0.930861723446894
"3",1000,1,2,0,0.1,1.1,3,0.407657657657658,0.411911911911912,0.272272272272272,0.272272272272272,0.320820820820821,0.320820820820821,0.31956956956957,0.31956956956957,0.434934934934935,0.434934934934935,0.376376376376376,0.376376376376376,0.51951951951952,0.593593593593594,NA,NA,NA,0.37012012012012,NA,0.240740740740741,0.484984984984985,0.477477477477477,0.411911911911912,0.41041041041041,0.41041041041041,0.41041041041041,0.41041041041041,0.41041041041041,0.41041041041041
"4",100,5,2,0,0.1,1.1,3,0.472631578947368,0.466315789473684,0.514736842105263,0.514736842105263,0.503157894736842,0.503157894736842,0.436315789473684,0.436315789473684,0.431052631578947,0.431052631578947,0.526315789473684,0.526315789473684,0.476315789473684,0.462105263157895,NA,NA,NA,0.482105263157895,NA,0.44,0.491578947368421,0.477894736842105,0.467368421052632,0.465263157894737,0.465263157894737,0.465263157894737,0.465263157894737,0.465263157894737,0.465263157894737
"5",500,5,2,0,0.1,1.1,3,0.613333333333333,0.617373737373737,0.552323232323232,0.552323232323232,0.591111111111111,0.591111111111111,0.443535353535354,0.443535353535354,0.41959595959596,0.41959595959596,0.394949494949495,0.394949494949495,0.551717171717172,0.558181818181818,NA,NA,NA,0.588181818181818,NA,0.644343434343434,0.644747474747475,0.632828282828283,0.617373737373737,0.617373737373737,0.617373737373737,0.617373737373737,0.617373737373737,0.617373737373737,0.617373737373737
"6",1000,5,2,0,0.1,1.1,3,0.336934673366834,0.338190954773869,0.382412060301508,0.382412060301508,0.326733668341709,0.326733668341709,0.593065326633166,0.593065326633166,0.448743718592965,0.448743718592965,0.450904522613065,0.450904522613065,0.439195979899497,0.488643216080402,NA,NA,NA,0.398090452261307,NA,0.463417085427136,0.434924623115578,0.439195979899497,0.338190954773869,0.338190954773869,0.338190954773869,0.338190954773869,0.338190954773869,0.338190954773869,0.338190954773869
"7",100,10,2,0,0.1,1.1,3,0.460833333333333,0.463888888888889,0.468888888888889,0.468888888888889,0.469444444444444,0.469444444444444,0.429722222222222,0.429722222222222,0.454444444444444,0.454444444444444,0.392222222222222,0.392222222222222,0.446111111111111,0.4625,NA,NA,NA,0.472777777777778,NA,0.498333333333333,0.444722222222222,0.514722222222222,0.464444444444444,0.464444444444444,0.464444444444444,0.464444444444444,0.464444444444444,0.464444444444444,0.464444444444444
"8",500,10,2,0,0.1,1.1,3,0.437295918367347,0.436836734693878,0.427142857142857,0.427142857142857,0.433775510204082,0.433775510204082,0.426122448979592,0.426122448979592,0.47984693877551,0.47984693877551,0.428418367346939,0.428418367346939,0.453163265306122,0.369387755102041,NA,NA,NA,0.425969387755102,NA,0.472551020408163,0.47234693877551,0.443469387755102,0.436836734693878,0.437551020408163,0.437551020408163,0.437551020408163,0.437551020408163,0.437551020408163,0.437551020408163
"9",1000,10,2,0,0.1,1.1,3,0.531691919191919,0.531565656565657,0.573737373737374,0.573737373737374,0.551464646464646,0.551464646464646,0.394141414141414,0.394141414141414,0.419141414141414,0.419141414141414,0.595681818181818,0.595681818181818,0.548787878787879,0.564747474747475,NA,NA,NA,0.536818181818182,NA,0.537070707070707,0.625151515151515,0.536666666666667,0.531565656565657,0.531565656565657,0.531565656565657,0.531565656565657,0.531565656565657,0.531565656565657,0.531565656565657
"10",100,1,5,0,0.1,1.1,3,0.651515151515151,0.52020202020202,0.55050505050505,0.55050505050505,0.55050505050505,0.55050505050505,0.631313131313131,0.631313131313131,0.641414141414141,0.641414141414141,0.575757575757576,0.575757575757576,0.515151515151515,0.522727272727273,0.52020202020202,0.681818181818182,0.452020202020202,0.434343434343434,0.55050505050505,0.454545454545455,0.621212121212121,0.616161616161616,NA,0.626262626262626,0.626262626262626,0.585858585858586,0.585858585858586,0.5,0.5
