"","n","m","dim","type_of_pareto_data","perc_increase","mult","intensity_parameter","OPT_roc_Loo_multi","OPT_roc_Loo","OPT_roc_KNN_log_N_P","OPT_roc_KNN_log_N_P_diff_net","OPT_roc_KNN_5_sqrt_N","OPT_roc_KNN_5_sqrt_N_diff_net","OPT_roc_optics_k_mean","OPT_roc_optics_k_mean_diff_net","OPT_roc_optics_k_5","OPT_roc_optics_k_5_diff_net","OPT_roc_optics_sqrt_n","OPT_roc_optics_sqrt_n_diff_net","OPT_roc_OTS","OPT_roc_OTS_diff_net","OPT_roc_OTS_cosine","OPT_roc_OTS_diff_net_cosine","OPT_roc_OTS_cosine_med","OPT_roc_OTS_euc_med","OPT_roc_OTS_glob_avg_OTS","OPT_roc_spoutlier","OPT_roc_spoutlier_diff_net","OPT_roc_spoutlier_diff_net_norm","OPT_DPCC","OPT_roc_cook_max","OPT_roc_cook_max_diff_net","OPT_roc_cook_avg","OPT_roc_cook_avg_diff_net","OPT_roc_cook_med","OPT_roc_cook_med_diff_net"
"1",100,1,2,0,0.1,1.1,3,0.2368,0.0041238565426216,0.193177753347766,0.00195129043785622,1.92810520747488,0.0194758101765139,1.11914746613374,1.11914746613374,1.00038731491745,1.00038731491745,0.982702368079752,0.982702368079752,0.0261477746127652,0.000264118935482477,NA,NA,NA,0.0266860591246369,NA,0.0271549922228823,0.000256350065794136,0.0246927764727367,0.408526768788013,0.00136429578341541,0.00136429578341541,0.00136429578341541,0.00136429578341541,0.00136429578341541,0.00136429578341541
"2",500,1,2,0,0.1,1.1,3,0.3565,0.00028453499365199,0.0588797703526997,0.000117995531768937,2.63591311196665,0.00528239100594519,0.993871435708295,0.993871435708297,0.961305575296583,0.961305575296583,0.96650917743351,0.966509177433511,0.00142790914800528,8.43811503508235e-05,NA,NA,NA,0.0120592412174786,NA,0.0689272930629392,2.07167071813383e-05,0.0107597991065179,0.142257513498086,4.40820699737174e-05,4.40820699737175e-05,4.40820699737174e-05,4.40820699737175e-05,4.40820699737174e-05,4.40820699737175e-05
"3",1000,1,2,0,0.1,1.1,3,0.1531,0.000708987221893886,0.132978852727992,0.000133111964692685,13.4735185505203,0.0134870055560763,0.83629581332187,0.83629581332187,1.00114678247791,1.00114678247791,0.989131618178451,0.989131618178451,0.0150211360548557,5.6577429803667e-05,NA,NA,NA,0.133591001116182,NA,0.0958608054447169,8.12216309269628e-05,0.0872266028878501,0.709427313100759,0.000397848522013226,0.000397848522013226,0.000397848522013226,0.000397848522013226,0.000397848522013226,0.000397848522013226
"4",100,5,2,0,0.1,1.1,3,0.3999,0.000850623047540869,0.158440031256709,0.00160040435612838,1.71855048184594,0.0173590957762216,1.10201956373406,1.10201956373406,0.989075269705549,0.989075269705549,1.02483367464539,1.02483367464539,0.00591686601760466,0.000288450699770321,NA,NA,NA,0.0272596343095513,NA,0.022586508747943,0.000306392665112745,0.0190946886844809,0.0850458390621943,7.86853209730515e-05,7.86853209730515e-05,7.86853209730515e-05,7.86853209730515e-05,7.86853209730515e-05,7.86853209730515e-05
"5",500,5,2,0,0.1,1.1,3,0.3813,0.000238918346902602,0.791753891652395,0.00158668114559598,3.01023812349403,0.00603254132964735,0.863770405537096,0.863770405537096,0.939695000791338,0.939695000791339,1.16536255148166,1.16536255148166,0.0127148720721308,5.11861973179206e-05,NA,NA,NA,0.0601480105723004,NA,0.0393804889770479,0.000166657875299217,0.0274619221938925,0.119687058879922,3.00821730238521e-05,3.00821730238521e-05,3.00821730238521e-05,3.00821730238521e-05,3.00821730238521e-05,3.00821730238521e-05
"6",1000,5,2,0,0.1,1.1,3,0.1012,0.000986161706454741,0.106957165907241,0.000107064230137378,15.759439194474,0.0157752144088829,0.858333373616427,0.858333373616424,1.00689827565463,1.00689827565463,0.982615537672511,0.982615537672511,0.0216551710378878,9.10077626614728e-05,NA,NA,NA,0.0847114034949809,NA,0.0855182519433719,7.6730590399976e-05,0.143415030928848,0.986220977538502,0.000999269189205954,0.000999269189205954,0.000999269189205954,0.000999269189205954,0.000999269189205954,0.000999269189205954
"7",100,10,2,0,0.1,1.1,3,0.1951,0.00559940194955629,1.08371339887961,0.0109465999886829,4.49615492250897,0.0454157062879694,1.23768921137517,1.23768921137517,0.93985761169106,0.93985761169106,0.983554363047578,0.983554363047578,0.0716934442845902,0.00119427112240543,NA,NA,NA,0.0485716654946181,NA,0.0280379959309698,0.000602429616778907,0.0748093504869539,0.555639343701869,0.00228587302881245,0.00228587302881245,0.00228587302881245,0.00228587302881245,0.00228587302881245,0.00228587302881245
"8",500,10,2,0,0.1,1.1,3,0.1131,0.00186294241067627,0.110039362088292,0.000220519763703991,6.98727376083536,0.0140025526269246,0.697639876481736,0.697639876481736,0.990574503332924,0.990574503332924,1.01166535445532,1.01166535445532,0.0607045289789719,4.63618206096687e-05,NA,NA,NA,0.111269178494431,NA,0.0621990874047054,0.000170897898666693,0.0657866613906292,0.929613901409383,0.00187284715561001,0.00187284715561001,0.00187284715561001,0.00187284715561001,0.00187284715561001,0.00187284715561001
"9",1000,10,2,0,0.1,1.1,3,0.2174,0.000462680585660367,0.0532698807224261,5.33232039263525e-05,1.82983996781579,0.00183167163945525,0.896056679214364,0.896056679214365,1.24436095921914,1.24436095921914,0.980904758707895,0.980904758707895,0.00728837370795146,8.36970588513966e-06,NA,NA,NA,0.0865719029700429,NA,0.0783961281670662,1.2626407984731e-05,0.0672069722940082,0.46259807340291,0.000251200361806541,0.000251200361806541,0.000251200361806541,0.000251200361806541,0.000251200361806541,0.000251200361806541
"10",100,1,5,0,0.1,1.1,3,0.1351,0.0287302016256241,51.0494133828899,0.515650640231211,47.2584862818579,0.477358447291494,0.896299597559261,0.896299597559261,1.08131868092915,1.08131868092915,1.06043633400203,1.06043633400203,0.953806247173288,0.0116930604440479,0.791472706518014,0.531102601753009,0.630998914592749,1.06682483853778,0.433505837029131,1.33514848593827,0.0106898272760936,1.12206424647042,NA,0.000896262838331913,0.000896262838331912,0.000302477523674262,0.000302477523674262,0.000170555468147965,0.000170555468147965
