"","auc(roc_Loo_multi)","auc(roc_Loo)","auc(roc_KNN_log_N_P)","auc(roc_KNN_log_N_P_diff_net)","auc(roc_KNN_5_sqrt_N)","auc(roc_KNN_5_sqrt_N_diff_net)","auc(roc_optics_k_mean)","auc(roc_optics_k_mean_diff_net)","auc(roc_optics_k_5)","auc(roc_optics_k_5_diff_net)","auc(roc_optics_sqrt_n)","auc(roc_optics_sqrt_n_diff_net)","auc(roc_OTS)","auc(roc_OTS_diff_net)","auc(roc_OTS_cosine)","auc(roc_OTS_diff_net_cosine)","auc(roc_OTS_cosine_med)","auc(roc_OTS_euc_med)","auc(roc_OTS_glob_avg_OTS)","auc(roc_spoutlier)","auc(roc_spoutlier_diff_net)","auc(roc_spoutlier_diff_net_norm)","auc_DPCC","auc(roc_cook_max)","auc(roc_cook_max_diff_net)","auc(roc_cook_avg)","auc(roc_cook_avg_diff_net)","auc(roc_cook_med)","auc(roc_cook_med_diff_net)","NA","NA","NA","NA"
"11",1000,10,2,TRUE,0.574015151515151,0.572121212121212,0.553939393939394,0.553939393939394,0.566010101010101,0.566010101010101,0.463005050505051,0.463005050505051,0.445050505050505,0.445050505050505,0.530858585858586,0.530858585858586,0.567929292929293,0.552222222222222,0.5,0.5,NA,0.574090909090909,NA,0.561616161616162,0.571060606060606,0.562070707070707,0.572373737373737,0.572272727272727,0.572272727272727,0.572272727272727,0.572272727272727,0.572272727272727,0.572272727272727
"12",2000,10,2,TRUE,0.588015075376884,0.590477386934673,0.586105527638191,0.586105527638191,0.594798994974874,0.594798994974874,0.453241206030151,0.453241206030151,0.447110552763819,0.447110552763819,0.550062814070352,0.550062814070352,0.568768844221106,0.572889447236181,0.5,0.5,NA,0.59037688442211,NA,0.599221105527638,0.560854271356784,0.578693467336683,0.590477386934673,0.590452261306533,0.590452261306533,0.590452261306533,0.590452261306533,0.590452261306533,0.590452261306533
"13",100,1,3,TRUE,0.712121212121212,0.762626262626263,0.833333333333333,0.833333333333333,0.818181818181818,0.818181818181818,0.734848484848485,0.734848484848485,0.742424242424242,0.742424242424242,0.772727272727273,0.772727272727273,0.803030303030303,0.813131313131313,0.762626262626263,0.598484848484848,0.868686868686869,0.808080808080808,0.848484848484849,0.792929292929293,0.792929292929293,0.833333333333333,NA,0.888888888888889,0.888888888888889,0.863636363636364,0.863636363636364,0.838383838383838,0.838383838383838
"14",500,1,3,TRUE,0.576152304609219,0.647294589178357,0.714428857715431,0.714428857715431,0.687374749498998,0.687374749498998,0.694889779559118,0.694889779559118,0.694889779559118,0.694889779559118,0.718436873747495,0.718436873747495,0.637274549098196,0.722444889779559,0.728456913827655,0.597194388777555,0.713426853707415,0.715430861723447,0.693386773547094,0.718436873747495,0.730460921843687,0.716432865731463,NA,0.799599198396794,0.799599198396794,0.801603206412826,0.801603206412826,0.777555110220441,0.777555110220441
"15",1000,1,3,TRUE,0.657407407407407,0.688188188188188,0.852852852852853,0.852852852852853,0.796796796796797,0.796796796796797,0.746746746746747,0.746746746746747,0.746746746746747,0.746746746746747,0.815815815815816,0.815815815815816,0.748248248248248,0.742242242242242,0.776776776776777,0.634134134134134,0.823323323323323,0.762762762762763,0.818818818818819,0.76026026026026,0.721721721721722,0.73023023023023,NA,0.898398398398398,0.898398398398398,0.901401401401401,0.901401401401401,0.887887887887888,0.887887887887888
"16",2000,1,3,TRUE,0.607803901950975,0.569534767383692,0.655577788894447,0.655577788894447,0.642071035517759,0.642071035517759,0.643571785892947,0.643571785892947,0.643571785892947,0.643571785892947,0.712356178089045,0.712356178089045,0.638569284642321,0.585542771385693,0.729114557278639,0.543021510755378,0.740620310155078,0.651325662831416,0.682341170585293,0.64632316158079,0.63231615807904,0.629814907453727,NA,0.700100050025013,0.700100050025013,0.722611305652826,0.722611305652826,0.717858929464732,0.717858929464732
"17",100,5,3,TRUE,0.561052631578947,0.60421052631579,0.63578947368421,0.63578947368421,0.636842105263158,0.636842105263158,0.628947368421053,0.628947368421053,0.62421052631579,0.62421052631579,0.601052631578947,0.601052631578947,0.631052631578947,0.65,0.679473684210526,0.6,0.661052631578947,0.646842105263158,0.672631578947368,0.670526315789474,0.617894736842105,0.648421052631579,NA,0.650526315789474,0.650526315789474,0.65578947368421,0.65578947368421,0.654736842105263,0.654736842105263
"18",500,5,3,TRUE,0.620909090909091,0.634343434343434,0.673131313131313,0.673131313131313,0.667676767676768,0.667676767676768,0.628080808080808,0.628080808080808,0.628080808080808,0.628080808080808,0.693535353535354,0.693535353535354,0.662828282828283,0.658181818181818,0.692727272727273,0.590707070707071,0.714949494949495,0.656565656565657,0.681010101010101,0.655353535353535,0.666060606060606,0.662929292929293,NA,0.691919191919192,0.691919191919192,0.704040404040404,0.704040404040404,0.701616161616162,0.701616161616162
"19",1000,5,3,TRUE,0.530251256281407,0.557688442211055,0.624020100502513,0.624020100502513,0.616381909547739,0.616381909547739,0.610854271356784,0.610854271356784,0.610854271356784,0.610854271356784,0.653768844221106,0.653768844221106,0.608542713567839,0.615175879396985,0.622914572864322,0.602613065326633,0.638994974874372,0.609447236180904,0.619698492462311,0.603316582914573,0.590753768844221,0.61678391959799,NA,0.645025125628141,0.645025125628141,0.651155778894472,0.651155778894472,0.637386934673367,0.637386934673367
"20",2000,5,3,TRUE,0.590827067669173,0.583558897243108,0.654135338345865,0.654135338345865,0.648471177944862,0.648471177944862,0.613834586466165,0.613834586466165,0.613834586466165,0.613834586466165,0.679398496240601,0.679398496240601,0.620250626566416,0.647167919799499,0.64125313283208,0.59859649122807,0.66125313283208,0.639548872180451,0.657293233082707,0.628070175438597,0.6334335839599,0.635889724310777,NA,0.667619047619048,0.667619047619048,0.662305764411028,0.662305764411028,0.655037593984962,0.655037593984962
"21",100,10,3,TRUE,0.544166666666667,0.576111111111111,0.612222222222222,0.612222222222222,0.603888888888889,0.603888888888889,0.613055555555555,0.613055555555555,0.623888888888889,0.623888888888889,0.603333333333333,0.603333333333333,0.605833333333333,0.611944444444444,0.610555555555556,0.579722222222222,0.639722222222222,0.614722222222222,0.635555555555556,0.605277777777778,0.607777777777778,0.605277777777778,NA,0.613333333333333,0.613333333333333,0.618333333333333,0.618333333333333,0.615555555555556,0.615555555555556
"22",500,10,3,TRUE,0.587397959183674,0.582857142857143,0.642551020408163,0.642551020408163,0.641224489795918,0.641224489795918,0.634540816326531,0.634540816326531,0.634540816326531,0.634540816326531,0.679591836734694,0.679591836734694,0.616326530612245,0.626530612244898,0.667040816326531,0.609948979591837,0.692551020408163,0.623571428571429,0.667857142857143,0.619387755102041,0.620816326530612,0.606683673469388,NA,0.668571428571429,0.668571428571429,0.666530612244898,0.666530612244898,0.65530612244898,0.65530612244898
"23",1000,10,3,TRUE,0.56709595959596,0.56979797979798,0.625606060606061,0.625606060606061,0.616818181818182,0.616818181818182,0.610227272727273,0.610227272727273,0.610227272727273,0.610227272727273,0.639292929292929,0.639292929292929,0.609949494949495,0.604646464646465,0.647878787878788,0.587878787878788,0.640858585858586,0.612222222222222,0.64030303030303,0.608686868686869,0.608333333333333,0.624545454545455,NA,0.639191919191919,0.639191919191919,0.643484848484849,0.643484848484849,0.655606060606061,0.655606060606061
"24",2000,10,3,TRUE,0.543831658291457,0.574849246231156,0.606809045226131,0.606809045226131,0.59821608040201,0.59821608040201,0.60071608040201,0.60071608040201,0.60071608040201,0.60071608040201,0.651708542713568,0.651708542713568,0.594208542713568,0.605326633165829,0.62394472361809,0.566708542713568,0.66251256281407,0.593844221105528,0.628366834170854,0.603442211055276,0.606306532663317,0.617939698492462,NA,0.612261306532663,0.612261306532663,0.622562814070352,0.622562814070352,0.62748743718593,0.62748743718593
"25",100,1,5,TRUE,0.656565656565657,0.641414141414141,0.772727272727273,0.772727272727273,0.767676767676768,0.767676767676768,0.595959595959596,0.595959595959596,0.676767676767677,0.676767676767677,0.51010101010101,0.51010101010101,0.792929292929293,0.744949494949495,0.904040404040404,0.810606060606061,0.94949494949495,0.772727272727273,0.924242424242424,0.777777777777778,0.752525252525253,0.757575757575758,NA,0.96969696969697,0.96969696969697,0.98989898989899,0.98989898989899,0.98989898989899,0.98989898989899
"26",500,1,5,TRUE,0.669338677354709,0.660320641282565,0.784569138276553,0.784569138276553,0.765531062124248,0.765531062124248,0.802605210420842,0.802605210420842,0.783567134268537,0.783567134268537,0.696392785571142,0.696392785571142,0.75250501002004,0.732464929859719,0.866733466933868,0.797595190380762,0.911823647294589,0.718436873747495,0.910821643286573,0.712424849699399,0.775551102204409,0.774549098196393,NA,0.978957915831663,0.978957915831663,0.981963927855711,0.981963927855711,0.986973947895792,0.986973947895792
"27",1000,1,5,TRUE,0.732232232232232,0.658658658658659,0.865865865865866,0.865865865865866,0.828328328328328,0.828328328328328,0.802802802802803,0.802802802802803,0.852852852852853,0.852852852852853,0.727727727727728,0.727727727727728,0.753253253253253,0.763263263263263,0.8998998998999,0.81031031031031,0.949449449449449,0.776276276276276,0.923423423423423,0.778778778778779,0.759259259259259,0.785285285285285,NA,0.986486486486487,0.986486486486487,0.989489489489489,0.989489489489489,0.975475475475476,0.975475475475476
"28",2000,1,5,TRUE,0.667583791895948,0.62056028014007,0.8064032016008,0.8064032016008,0.775387693846924,0.775387693846924,0.830415207603802,0.830415207603802,0.815907953976988,0.815907953976988,0.779639819909955,0.779639819909955,0.72336168084042,0.724112056028014,0.844422211105553,0.767383691845923,0.918709354677339,0.723111555777889,0.899949974987494,0.721110555277639,0.699099549774888,0.768134067033517,NA,0.982991495747874,0.982991495747874,0.989244622311156,0.989244622311156,0.992996498249125,0.992996498249125
"29",100,5,5,TRUE,0.608421052631579,0.563157894736842,0.629473684210526,0.629473684210526,0.626315789473684,0.626315789473684,0.572631578947368,0.572631578947368,0.605263157894737,0.605263157894737,0.55578947368421,0.55578947368421,0.64421052631579,0.611578947368421,0.749473684210526,0.681578947368421,0.776315789473684,0.638947368421053,0.729473684210526,0.627368421052632,0.630526315789474,0.627894736842105,NA,0.758947368421053,0.758947368421053,0.772631578947368,0.772631578947368,0.782105263157895,0.782105263157895
"30",500,5,5,TRUE,0.562222222222222,0.556969696969697,0.626666666666667,0.626666666666667,0.615757575757576,0.615757575757576,0.694949494949495,0.694949494949495,0.682222222222222,0.682222222222222,0.605454545454545,0.605454545454545,0.590505050505051,0.606666666666667,0.707777777777778,0.698181818181818,0.750909090909091,0.591717171717172,0.699393939393939,0.601616161616162,0.601818181818182,0.623232323232323,NA,0.767070707070707,0.767070707070707,0.777777777777778,0.777777777777778,0.785656565656566,0.785656565656566
"31",1000,5,5,TRUE,0.636633165829146,0.611055276381909,0.704020100502513,0.704020100502513,0.677587939698493,0.677587939698493,0.725326633165829,0.725326633165829,0.747236180904523,0.747236180904523,0.672964824120603,0.672964824120603,0.639497487437186,0.654874371859296,0.776482412060302,0.716582914572864,0.806934673366834,0.654371859296482,0.751557788944724,0.661105527638191,0.656482412060301,0.672361809045226,NA,0.785226130653266,0.785226130653266,0.809045226130653,0.809045226130653,0.822211055276382,0.822211055276382
"32",2000,5,5,TRUE,0.588095238095238,0.599147869674185,0.697092731829574,0.697092731829574,0.684360902255639,0.684360902255639,0.743609022556391,0.743609022556391,0.740501253132832,0.740501253132832,0.688370927318296,0.688370927318296,0.653483709273183,0.632932330827068,0.715989974937343,0.710075187969925,0.765012531328321,0.650977443609023,0.740100250626566,0.648922305764411,0.638847117794486,0.685814536340852,NA,0.808421052631579,0.808421052631579,0.813233082706767,0.813233082706767,0.827117794486216,0.827117794486216
"33",100,10,5,TRUE,0.604444444444444,0.553333333333333,0.598888888888889,0.598888888888889,0.596666666666667,0.596666666666667,0.578611111111111,0.578611111111111,0.593333333333333,0.593333333333333,0.545555555555556,0.545555555555556,0.605,0.604166666666667,0.696111111111111,0.661944444444444,0.734722222222222,0.610833333333333,0.7,0.6,0.604444444444444,0.623611111111111,NA,0.702777777777778,0.702777777777778,0.723333333333333,0.723333333333333,0.725555555555556,0.725555555555556
"34",500,10,5,TRUE,0.601683673469388,0.590102040816326,0.660510204081633,0.660510204081633,0.653775510204082,0.653775510204082,0.711734693877551,0.711734693877551,0.696122448979592,0.696122448979592,0.655,0.655,0.648775510204082,0.633316326530612,0.751224489795918,0.704897959183673,0.782040816326531,0.645714285714286,0.741428571428571,0.634642857142857,0.642448979591837,0.651734693877551,NA,0.780408163265306,0.780408163265306,0.791122448979592,0.791122448979592,0.792959183673469,0.792959183673469
"35",1000,10,5,TRUE,0.599065656565657,0.598838383838384,0.680808080808081,0.680808080808081,0.665909090909091,0.665909090909091,0.733787878787879,0.733787878787879,0.722070707070707,0.722070707070707,0.687020202020202,0.687020202020202,0.65040404040404,0.648737373737374,0.766313131313131,0.714949494949495,0.793080808080808,0.642121212121212,0.750050505050505,0.643611111111111,0.654242424242424,0.677222222222222,NA,0.802828282828283,0.802828282828283,0.812373737373737,0.812373737373737,0.818636363636364,0.818636363636364
"36",2000,10,5,TRUE,0.582701005025126,0.586834170854271,0.701356783919598,0.701356783919598,0.682236180904523,0.682236180904523,0.749095477386935,0.749095477386935,0.751633165829146,0.751633165829146,0.707437185929648,0.707437185929648,0.641859296482412,0.643618090452261,0.767236180904523,0.700301507537688,0.790201005025126,0.644371859296482,0.754773869346734,0.649974874371859,0.650402010050251,0.661934673366834,NA,0.811356783919598,0.811356783919598,0.824623115577889,0.824623115577889,0.838115577889447,0.838115577889447
"37",100,1,7,TRUE,0.722222222222222,0.595959595959596,0.691919191919192,0.691919191919192,0.722222222222222,0.722222222222222,0.393939393939394,0.393939393939394,0.515151515151515,0.515151515151515,0.414141414141414,0.414141414141414,0.732323232323232,0.727272727272727,0.954545454545455,0.813131313131313,0.97979797979798,0.737373737373737,0.95959595959596,0.737373737373737,0.717171717171717,0.772727272727273,NA,1,1,1,1,1,1
"38",500,1,7,TRUE,0.625751503006012,0.592184368737475,0.711422845691383,0.711422845691383,0.711422845691383,0.711422845691383,0.593186372745491,0.593186372745491,0.670340681362726,0.670340681362726,0.545090180360721,0.545090180360721,0.662324649298597,0.662324649298597,0.8812625250501,0.797595190380762,0.976953907815631,0.682364729458918,0.934869739478958,0.69939879759519,0.697394789579158,0.75250501002004,NA,1,1,1,1,1,1
"39",1000,1,7,TRUE,0.651901901901902,0.634134134134134,0.816816816816817,0.816816816816817,0.804804804804805,0.804804804804805,0.775775775775776,0.775775775775776,0.790790790790791,0.790790790790791,0.618618618618619,0.618618618618619,0.757757757757758,0.790790790790791,0.943443443443443,0.745745745745746,0.985485485485486,0.75025025025025,0.974974974974975,0.756756756756757,0.747247247247247,0.77027027027027,NA,1,1,1,1,1,1
"40",2000,1,7,TRUE,0.694597298649325,0.597548774387194,0.77263631815908,0.77263631815908,0.749124562281141,0.749124562281141,0.828164082041021,0.828164082041021,0.863431715857929,0.863431715857929,0.66808404202101,0.66808404202101,0.67783891945973,0.669584792396198,0.909954977488744,0.78064032016008,0.955227613806903,0.670085042521261,0.966733366683342,0.67783891945973,0.690595297648824,0.738369184592296,NA,1,1,1,1,1,1
"41",100,5,7,TRUE,0.618947368421053,0.588421052631579,0.621052631578947,0.621052631578947,0.633684210526316,0.633684210526316,0.482105263157895,0.482105263157895,0.529473684210526,0.529473684210526,0.5,0.5,0.64578947368421,0.643157894736842,0.774736842105263,0.713157894736842,0.802105263157895,0.632631578947368,0.766315789473684,0.638947368421053,0.632105263157895,0.662105263157895,NA,0.86421052631579,0.86421052631579,0.88,0.88,0.882105263157895,0.882105263157895
"42",500,5,7,TRUE,0.676363636363636,0.585252525252525,0.67010101010101,0.67010101010101,0.67010101010101,0.67010101010101,0.606868686868687,0.606868686868687,0.71010101010101,0.71010101010101,0.552323232323232,0.552323232323232,0.646666666666667,0.65979797979798,0.795858585858586,0.743434343434343,0.847070707070707,0.652929292929293,0.815757575757576,0.644646464646465,0.647676767676768,0.67010101010101,NA,0.891515151515152,0.891515151515152,0.904848484848485,0.904848484848485,0.911717171717172,0.911717171717172
"43",1000,5,7,TRUE,0.624371859296482,0.583115577889447,0.680502512562814,0.680502512562814,0.674371859296482,0.674371859296482,0.690050251256281,0.690050251256281,0.718693467336683,0.718693467336683,0.595577889447236,0.595577889447236,0.654472361809045,0.642613065326633,0.788140703517588,0.761005025125628,0.833668341708543,0.643015075376884,0.786231155778894,0.646180904522613,0.643316582914573,0.675879396984925,NA,0.886834170854271,0.886834170854271,0.894070351758794,0.894070351758794,0.906934673366834,0.906934673366834
"44",2000,5,7,TRUE,0.630902255639098,0.596441102756892,0.690977443609023,0.690977443609023,0.677092731829574,0.677092731829574,0.742756892230577,0.742756892230577,0.739598997493734,0.739598997493734,0.633533834586466,0.633533834586466,0.636491228070175,0.636140350877193,0.764461152882206,0.693333333333333,0.808270676691729,0.642456140350877,0.789824561403509,0.65062656641604,0.646015037593985,0.667819548872181,NA,0.87874686716792,0.87874686716792,0.909022556390978,0.909022556390978,0.929122807017544,0.929122807017544
"45",100,10,7,TRUE,0.611111111111111,0.567777777777778,0.607777777777778,0.607777777777778,0.615,0.615,0.521111111111111,0.521111111111111,0.581111111111111,0.581111111111111,0.522222222222222,0.522222222222222,0.615,0.613333333333333,0.746111111111111,0.698333333333333,0.793888888888889,0.630555555555556,0.748333333333333,0.625555555555556,0.613055555555556,0.627777777777778,NA,0.786666666666667,0.786666666666667,0.809444444444444,0.809444444444444,0.819444444444444,0.819444444444444
"46",500,10,7,TRUE,0.64030612244898,0.568673469387755,0.643571428571428,0.643571428571428,0.643367346938776,0.643367346938776,0.599387755102041,0.599387755102041,0.68469387755102,0.68469387755102,0.558877551020408,0.558877551020408,0.62234693877551,0.623877551020408,0.775510204081633,0.718367346938775,0.816530612244898,0.623571428571429,0.772244897959184,0.62469387755102,0.621326530612245,0.651734693877551,NA,0.84,0.84,0.851020408163265,0.851020408163265,0.854795918367347,0.854795918367347
"47",1000,10,7,TRUE,0.613434343434343,0.571414141414141,0.658787878787879,0.658787878787879,0.650757575757576,0.650757575757576,0.697676767676768,0.697676767676768,0.719393939393939,0.719393939393939,0.587070707070707,0.587070707070707,0.62949494949495,0.618181818181818,0.780454545454546,0.733080808080808,0.825252525252525,0.617323232323232,0.775050505050505,0.624545454545455,0.625050505050505,0.642525252525252,NA,0.872676767676768,0.872676767676768,0.884242424242424,0.884242424242424,0.88949494949495,0.88949494949495
"48",2000,10,7,TRUE,0.61429648241206,0.576532663316583,0.67429648241206,0.67429648241206,0.663391959798995,0.663391959798995,0.736984924623115,0.736984924623115,0.751608040201005,0.751608040201005,0.62751256281407,0.62751256281407,0.632939698492462,0.628015075376885,0.791658291457287,0.751909547738693,0.833391959798995,0.627261306532663,0.785326633165829,0.643316582914573,0.63072864321608,0.663391959798995,NA,0.882613065326633,0.882613065326633,0.891507537688442,0.891507537688442,0.887361809045226,0.887361809045226
"49",100,1,9,TRUE,0.590909090909091,0.53030303030303,0.555555555555556,0.555555555555556,0.590909090909091,0.590909090909091,0.297979797979798,0.297979797979798,0.396464646464646,0.396464646464646,0.343434343434343,0.343434343434343,0.580808080808081,0.580808080808081,0.888888888888889,0.858585858585859,0.929292929292929,0.611111111111111,0.843434343434343,0.565656565656566,0.55050505050505,0.565656565656566,NA,1,1,1,1,1,1
"50",500,1,9,TRUE,0.74248496993988,0.576152304609219,0.69939879759519,0.69939879759519,0.716432865731463,0.716432865731463,0.496993987975952,0.496993987975952,0.681362725450902,0.681362725450902,0.508016032064128,0.508016032064128,0.669338677354709,0.678356713426854,0.916833667334669,0.74749498997996,0.976953907815631,0.676352705410822,0.930861723446894,0.675350701402806,0.68937875751503,0.696392785571142,NA,1,1,1,1,1,1
"51",1000,1,9,TRUE,0.695695695695696,0.646646646646647,0.76026026026026,0.76026026026026,0.764764764764765,0.764764764764765,0.593593593593594,0.593593593593594,0.736736736736737,0.736736736736737,0.486486486486487,0.486486486486487,0.738238238238238,0.712712712712713,0.942942942942943,0.838338338338338,0.98998998998999,0.71971971971972,0.971971971971972,0.702702702702703,0.676176176176176,0.730730730730731,NA,1,1,1,1,1,1
"52",2000,1,9,TRUE,0.709979989994997,0.581790895447724,0.754627313656828,0.754627313656828,0.748374187093547,0.748374187093547,0.7016008004002,0.7016008004002,0.78264132066033,0.78264132066033,0.479739869934968,0.479739869934968,0.686093046523262,0.7016008004002,0.930715357678839,0.850425212606303,0.983491745872936,0.68384192096048,0.958729364682341,0.660580290145073,0.67783891945973,0.745622811405703,NA,1,1,1,1,1,1
"53",100,5,9,TRUE,0.639473684210526,0.598947368421053,0.62421052631579,0.62421052631579,0.632631578947368,0.632631578947368,0.466315789473684,0.466315789473684,0.508947368421053,0.508947368421053,0.473684210526316,0.473684210526316,0.625263157894737,0.632631578947368,0.801578947368421,0.717894736842105,0.831578947368421,0.650526315789474,0.785263157894737,0.625263157894737,0.627368421052632,0.647368421052632,NA,0.922105263157895,0.922105263157895,0.934736842105263,0.934736842105263,0.928421052631579,0.928421052631579
"54",500,5,9,TRUE,0.66040404040404,0.617171717171717,0.67959595959596,0.67959595959596,0.689494949494949,0.689494949494949,0.508686868686869,0.508686868686869,0.625858585858586,0.625858585858586,0.504242424242424,0.504242424242424,0.668080808080808,0.669090909090909,0.847676767676768,0.762020202020202,0.895555555555556,0.659191919191919,0.847070707070707,0.679191919191919,0.662222222222222,0.686262626262626,NA,0.978383838383838,0.978383838383838,0.984040404040404,0.984040404040404,0.986464646464646,0.986464646464646
"55",1000,5,9,TRUE,0.664070351758794,0.59035175879397,0.682010050251256,0.682010050251256,0.683718592964824,0.683718592964824,0.575778894472362,0.575778894472362,0.665025125628141,0.665025125628141,0.513366834170854,0.513366834170854,0.657688442211055,0.653065326633166,0.823819095477387,0.780201005025126,0.883115577889447,0.653869346733668,0.827336683417085,0.648542713567839,0.650050251256281,0.674371859296482,NA,0.981809045226131,0.981809045226131,0.985427135678392,0.985427135678392,0.988241206030151,0.988241206030151
"56",2000,5,9,TRUE,0.64453634085213,0.58140350877193,0.68125313283208,0.68125313283208,0.678045112781955,0.678045112781955,0.642706766917293,0.642706766917293,0.729473684210526,0.729473684210526,0.523609022556391,0.523609022556391,0.631328320802005,0.637644110275689,0.833884711779449,0.758295739348371,0.906817042606516,0.632581453634085,0.841804511278196,0.635238095238095,0.634887218045113,0.644761904761905,NA,0.985062656641604,0.985062656641604,0.992280701754386,0.992280701754386,0.989774436090226,0.989774436090226
