"","auc(roc_Loo_multi)","auc(roc_Loo)","auc(roc_KNN_log_N_P)","auc(roc_KNN_log_N_P_diff_net)","auc(roc_KNN_5_sqrt_N)","auc(roc_KNN_5_sqrt_N_diff_net)","auc(roc_optics_k_mean)","auc(roc_optics_k_mean_diff_net)","auc(roc_optics_k_5)","auc(roc_optics_k_5_diff_net)","auc(roc_optics_sqrt_n)","auc(roc_optics_sqrt_n_diff_net)","auc(roc_OTS)","auc(roc_OTS_diff_net)","auc(roc_OTS_cosine)","auc(roc_OTS_diff_net_cosine)","auc(roc_OTS_cosine_med)","auc(roc_OTS_euc_med)","auc(roc_OTS_glob_avg_OTS)","auc(roc_spoutlier)","auc(roc_spoutlier_diff_net)","auc(roc_spoutlier_diff_net_norm)","auc_DPCC","auc(roc_cook_max)","auc(roc_cook_max_diff_net)","auc(roc_cook_avg)","auc(roc_cook_avg_diff_net)","auc(roc_cook_med)","auc(roc_cook_med_diff_net)","NA","NA","NA","NA"
"21",100,10,3,TRUE,0.55,0.579444444444444,0.61,0.61,0.605,0.605,0.597777777777778,0.597777777777778,0.6075,0.6075,0.605,0.605,0.598888888888889,0.607222222222222,0.619722222222222,0.579166666666667,0.636111111111111,0.612777777777778,0.631666666666667,0.601388888888889,0.605833333333333,0.606666666666667,NA,0.622222222222222,0.622222222222222,0.62,0.62,0.623888888888889,0.623888888888889
"22",500,10,3,TRUE,0.567397959183674,0.586632653061224,0.642755102040816,0.642755102040816,0.641224489795918,0.641224489795918,0.633112244897959,0.633112244897959,0.633112244897959,0.633112244897959,0.666326530612245,0.666326530612245,0.625816326530612,0.628367346938776,0.661224489795918,0.593469387755102,0.69,0.626122448979592,0.661326530612245,0.618265306122449,0.608469387755102,0.627959183673469,NA,0.659591836734694,0.659591836734694,0.665714285714286,0.665714285714286,0.668163265306122,0.668163265306122
"23",1000,10,3,TRUE,0.56709595959596,0.593939393939394,0.636262626262626,0.636262626262626,0.628484848484848,0.628484848484848,0.622373737373737,0.622373737373737,0.622373737373737,0.622373737373737,0.661666666666667,0.661666666666667,0.623939393939394,0.622525252525253,0.651313131313131,0.589040404040404,0.651363636363636,0.628232323232323,0.645606060606061,0.617171717171717,0.638838383838384,0.632525252525252,NA,0.657222222222222,0.657222222222222,0.662626262626263,0.662626262626263,0.666515151515152,0.666515151515152
"24",2000,10,3,TRUE,0.550326633165829,0.600402010050251,0.669020100502512,0.669020100502512,0.656909547738693,0.656909547738693,0.623354271356784,0.623354271356784,0.623354271356784,0.623354271356784,0.67106783919598,0.67106783919598,0.63143216080402,0.634748743718593,0.648115577889447,0.564145728643216,0.672663316582915,0.635025125628141,0.662060301507538,0.624472361809045,0.632311557788945,0.638618090452261,NA,0.672713567839196,0.672713567839196,0.681130653266332,0.681130653266332,0.673341708542714,0.673341708542714
"25",100,1,5,TRUE,0.646464646464646,0.626262626262626,0.712121212121212,0.712121212121212,0.712121212121212,0.712121212121212,0.606060606060606,0.606060606060606,0.646464646464647,0.646464646464647,0.54040404040404,0.54040404040404,0.707070707070707,0.717171717171717,0.898989898989899,0.792929292929293,0.944444444444444,0.702020202020202,0.898989898989899,0.707070707070707,0.727272727272727,0.737373737373737,NA,0.954545454545455,0.954545454545455,0.96969696969697,0.96969696969697,0.96969696969697,0.96969696969697
"26",500,1,5,TRUE,0.657314629258517,0.692384769539078,0.80060120240481,0.80060120240481,0.792585170340681,0.792585170340681,0.804609218436874,0.804609218436874,0.795591182364729,0.795591182364729,0.714428857715431,0.714428857715431,0.75250501002004,0.749498997995992,0.866733466933868,0.776553106212425,0.929859719438878,0.756513026052104,0.924849699398798,0.760521042084168,0.766533066132264,0.777555110220441,NA,0.980961923847695,0.980961923847695,0.985971943887776,0.985971943887776,0.986973947895792,0.986973947895792
"27",1000,1,5,TRUE,0.641141141141141,0.613113113113113,0.814314314314314,0.814314314314314,0.768268268268268,0.768268268268268,0.808308308308308,0.808308308308308,0.82982982982983,0.82982982982983,0.729229229229229,0.729229229229229,0.741241241241241,0.716716716716717,0.8998998998999,0.794294294294294,0.934934934934935,0.717717717717718,0.906906906906907,0.702202202202202,0.722722722722723,0.74024024024024,NA,0.977477477477477,0.977477477477477,0.974974974974975,0.974974974974975,0.970970970970971,0.970970970970971
"28",2000,1,5,TRUE,0.716358179089545,0.672336168084042,0.848674337168584,0.848674337168584,0.801900950475238,0.801900950475238,0.870935467733867,0.870935467733867,0.828664332166083,0.828664332166083,0.826663331665833,0.826663331665833,0.765882941470735,0.776138069034517,0.868184092046023,0.791645822911456,0.941720860430215,0.759129564782391,0.930965482741371,0.750875437718859,0.762381190595298,0.775637818909455,NA,0.991995997999,0.991995997999,0.993496748374187,0.993496748374187,0.99399699849925,0.99399699849925
"29",100,5,5,TRUE,0.590526315789474,0.573684210526316,0.631578947368421,0.631578947368421,0.629473684210526,0.629473684210526,0.571578947368421,0.571578947368421,0.594736842105263,0.594736842105263,0.551578947368421,0.551578947368421,0.638947368421053,0.61578947368421,0.743157894736842,0.679473684210526,0.763157894736842,0.632631578947368,0.727368421052632,0.62421052631579,0.636842105263158,0.629473684210526,NA,0.757894736842105,0.757894736842105,0.770526315789474,0.770526315789474,0.782105263157895,0.782105263157895
"30",500,5,5,TRUE,0.571616161616162,0.565454545454545,0.636767676767677,0.636767676767677,0.623838383838384,0.623838383838384,0.689292929292929,0.689292929292929,0.690505050505051,0.690505050505051,0.612525252525253,0.612525252525253,0.618989898989899,0.623434343434343,0.735353535353535,0.698181818181818,0.761010101010101,0.602929292929293,0.711515151515152,0.629090909090909,0.619191919191919,0.637979797979798,NA,0.76989898989899,0.76989898989899,0.785656565656566,0.785656565656566,0.788686868686869,0.788686868686869
"31",1000,5,5,TRUE,0.625025125628141,0.59608040201005,0.698894472361809,0.698894472361809,0.675979899497487,0.675979899497487,0.719698492462312,0.719698492462312,0.733467336683417,0.733467336683417,0.672361809045226,0.672361809045226,0.653668341708543,0.648341708542714,0.776984924623116,0.710653266331658,0.794070351758794,0.654371859296482,0.756683417085427,0.656281407035176,0.652060301507538,0.684221105527638,NA,0.815075376884422,0.815075376884422,0.822010050251256,0.822010050251256,0.827236180904523,0.827236180904523
"32",2000,5,5,TRUE,0.607644110275689,0.604010025062657,0.699498746867168,0.699498746867168,0.686115288220551,0.686115288220551,0.754436090225564,0.754436090225564,0.752330827067669,0.752330827067669,0.702857142857143,0.702857142857143,0.660451127819549,0.641503759398496,0.747919799498747,0.720802005012531,0.775739348370927,0.657042606516291,0.753684210526316,0.654736842105263,0.655338345864662,0.685213032581454,NA,0.822155388471178,0.822155388471178,0.82265664160401,0.82265664160401,0.839097744360902,0.839097744360902
"33",100,10,5,TRUE,0.579444444444444,0.56,0.595,0.595,0.594444444444444,0.594444444444444,0.565,0.565,0.588333333333333,0.588333333333333,0.545555555555556,0.545555555555556,0.599166666666667,0.595833333333333,0.696111111111111,0.651388888888889,0.718888888888889,0.6,0.693888888888889,0.593333333333333,0.599722222222222,0.611944444444444,NA,0.691666666666667,0.691666666666667,0.702777777777778,0.702777777777778,0.711666666666667,0.711666666666667
"34",500,10,5,TRUE,0.599744897959184,0.570102040816326,0.643877551020408,0.643877551020408,0.631224489795918,0.631224489795918,0.70765306122449,0.70765306122449,0.696122448979592,0.696122448979592,0.646530612244898,0.646530612244898,0.62765306122449,0.620612244897959,0.756428571428571,0.7,0.773061224489796,0.618571428571429,0.725918367346939,0.626530612244898,0.624591836734694,0.637857142857143,NA,0.771122448979592,0.771122448979592,0.782959183673469,0.782959183673469,0.789183673469388,0.789183673469388
"35",1000,10,5,TRUE,0.600277777777778,0.598282828282828,0.677222222222222,0.677222222222222,0.66510101010101,0.66510101010101,0.741919191919192,0.741919191919192,0.724040404040404,0.724040404040404,0.670353535353535,0.670353535353535,0.64979797979798,0.645555555555556,0.765959595959596,0.695909090909091,0.786616161616162,0.642878787878788,0.748737373737374,0.645328282828283,0.647222222222222,0.671060606060606,NA,0.799545454545455,0.799545454545455,0.813737373737374,0.813737373737374,0.818636363636364,0.818636363636364
"36",2000,10,5,TRUE,0.592675879396985,0.582185929648241,0.683517587939698,0.683517587939698,0.665527638190955,0.665527638190955,0.746608040201005,0.746608040201005,0.734497487437186,0.734497487437186,0.701959798994975,0.701959798994975,0.635879396984925,0.635226130653266,0.761896984924623,0.684095477386935,0.787587939698492,0.638065326633166,0.738241206030151,0.636180904522613,0.630477386934673,0.649120603015075,NA,0.786582914572864,0.786582914572864,0.799798994974874,0.799798994974874,0.807738693467337,0.807738693467337
"37",100,1,7,TRUE,0.661616161616162,0.565656565656566,0.636363636363636,0.636363636363636,0.651515151515152,0.651515151515152,0.373737373737374,0.373737373737374,0.47979797979798,0.47979797979798,0.404040404040404,0.404040404040404,0.636363636363636,0.646464646464647,0.924242424242424,0.777777777777778,0.94949494949495,0.636363636363636,0.919191919191919,0.666666666666667,0.636363636363636,0.702020202020202,NA,1,1,1,1,1,1
"38",500,1,7,TRUE,0.654308617234469,0.602204408817635,0.714428857715431,0.714428857715431,0.714428857715431,0.714428857715431,0.610220440881764,0.610220440881764,0.726452905811623,0.726452905811623,0.545090180360721,0.545090180360721,0.68937875751503,0.676352705410822,0.887775551102204,0.792585170340681,0.956913827655311,0.68436873747495,0.92184368737475,0.693386773547094,0.697394789579158,0.75250501002004,NA,1,1,1,1,1,1
"39",1000,1,7,TRUE,0.587587587587588,0.601601601601602,0.735235235235235,0.735235235235235,0.719219219219219,0.719219219219219,0.717217217217217,0.717217217217217,0.761761761761762,0.761761761761762,0.556056056056056,0.556056056056056,0.665165165165165,0.685185185185185,0.872872872872873,0.801801801801802,0.952952952952953,0.67967967967968,0.953953953953954,0.704204204204204,0.678178178178178,0.724224224224224,NA,0.998498498498499,0.998498498498499,1,1,0.998998998998999,0.998998998998999
"40",2000,1,7,TRUE,0.641695847923962,0.564782391195598,0.734117058529265,0.734117058529265,0.717108554277138,0.717108554277138,0.789644822411206,0.789644822411206,0.807403701850925,0.807403701850925,0.60280140070035,0.60280140070035,0.629064532266133,0.64832416208104,0.914457228614307,0.787143571785893,0.951725862931466,0.644822411205603,0.897448724362181,0.637568784392196,0.651575787893947,0.680090045022511,NA,1,1,1,1,1,1
"41",100,5,7,TRUE,0.617894736842105,0.581052631578947,0.616842105263158,0.616842105263158,0.626315789473684,0.626315789473684,0.478947368421053,0.478947368421053,0.524210526315789,0.524210526315789,0.496842105263158,0.496842105263158,0.64,0.63,0.783157894736842,0.701052631578947,0.805263157894737,0.629473684210526,0.756842105263158,0.628421052631579,0.629473684210526,0.643157894736842,NA,0.848421052631579,0.848421052631579,0.857894736842105,0.857894736842105,0.866315789473684,0.866315789473684
"42",500,5,7,TRUE,0.650808080808081,0.571919191919192,0.652929292929293,0.652929292929293,0.652929292929293,0.652929292929293,0.584848484848485,0.584848484848485,0.686464646464646,0.686464646464646,0.535959595959596,0.535959595959596,0.638787878787879,0.632121212121212,0.784444444444444,0.742222222222222,0.833939393939394,0.636363636363636,0.793333333333333,0.637777777777778,0.630909090909091,0.663838383838384,NA,0.889292929292929,0.889292929292929,0.911313131313131,0.911313131313131,0.91979797979798,0.91979797979798
"43",1000,5,7,TRUE,0.624371859296482,0.577788944723618,0.669246231155779,0.669246231155779,0.665025125628141,0.665025125628141,0.690954773869347,0.690954773869347,0.724924623115578,0.724924623115578,0.582914572864322,0.582914572864322,0.640904522613065,0.630552763819096,0.799095477386935,0.757989949748744,0.848241206030151,0.631155778894472,0.805226130653266,0.635477386934673,0.637085427135678,0.662914572864322,NA,0.904623115577889,0.904623115577889,0.918291457286432,0.918291457286432,0.917386934673367,0.917386934673367
"44",2000,5,7,TRUE,0.622130325814536,0.581704260651629,0.692832080200501,0.692832080200501,0.682105263157895,0.682105263157895,0.742756892230577,0.742756892230577,0.753233082706767,0.753233082706767,0.623258145363409,0.623258145363409,0.637644110275689,0.641654135338346,0.793583959899749,0.722731829573935,0.8534335839599,0.63609022556391,0.803508771929825,0.644611528822055,0.63453634085213,0.662406015037594,NA,0.892731829573935,0.892731829573935,0.910927318295739,0.910927318295739,0.928170426065163,0.928170426065163
"45",100,10,7,TRUE,0.627222222222222,0.572777777777778,0.61,0.61,0.617222222222222,0.617222222222222,0.521111111111111,0.521111111111111,0.580555555555555,0.580555555555555,0.522222222222222,0.522222222222222,0.618055555555556,0.618055555555556,0.759444444444444,0.68,0.794722222222222,0.626111111111111,0.752222222222222,0.626388888888889,0.616388888888889,0.628888888888889,NA,0.797777777777778,0.797777777777778,0.812222222222222,0.812222222222222,0.825,0.825
"46",500,10,7,TRUE,0.641173469387755,0.585816326530612,0.645612244897959,0.645612244897959,0.645408163265306,0.645408163265306,0.618061224489796,0.618061224489796,0.692142857142857,0.692142857142857,0.562551020408163,0.562551020408163,0.635,0.631122448979592,0.781122448979592,0.716632653061225,0.829285714285714,0.631122448979592,0.783265306122449,0.634795918367347,0.62265306122449,0.65265306122449,NA,0.847142857142857,0.847142857142857,0.864387755102041,0.864387755102041,0.862244897959184,0.862244897959184
"47",1000,10,7,TRUE,0.642575757575758,0.577171717171717,0.661161616161616,0.661161616161616,0.653787878787879,0.653787878787879,0.703535353535353,0.703535353535353,0.724545454545455,0.724545454545455,0.588030303030303,0.588030303030303,0.634292929292929,0.622676767676768,0.789949494949495,0.729570707070707,0.833838383838384,0.623383838383838,0.781363636363636,0.628333333333333,0.632020202020202,0.656666666666667,NA,0.862424242424242,0.862424242424242,0.875,0.875,0.87949494949495,0.87949494949495
"48",2000,10,7,TRUE,0.623190954773869,0.592537688442211,0.683065326633166,0.683065326633166,0.668366834170854,0.668366834170854,0.743592964824121,0.743592964824121,0.753366834170854,0.753366834170854,0.62748743718593,0.62748743718593,0.642713567839196,0.634321608040201,0.797211055276382,0.743291457286432,0.839748743718593,0.634748743718593,0.79464824120603,0.646834170854271,0.639547738693467,0.667964824120603,NA,0.881482412060302,0.881482412060302,0.88856783919598,0.88856783919598,0.893467336683417,0.893467336683417
"49",100,1,9,TRUE,0.606060606060606,0.545454545454545,0.575757575757576,0.575757575757576,0.595959595959596,0.595959595959596,0.363636363636364,0.363636363636364,0.444444444444444,0.444444444444444,0.414141414141414,0.414141414141414,0.585858585858586,0.601010101010101,0.909090909090909,0.838383838383838,0.939393939393939,0.611111111111111,0.888888888888889,0.611111111111111,0.616161616161616,0.636363636363636,NA,1,1,1,1,1,1
"50",500,1,9,TRUE,0.749498997995992,0.593186372745491,0.705410821643287,0.705410821643287,0.723446893787575,0.723446893787575,0.463927855711423,0.463927855711423,0.69939879759519,0.69939879759519,0.459919839679359,0.459919839679359,0.69939879759519,0.68937875751503,0.94689378757515,0.834669338677355,0.986973947895792,0.683366733466934,0.959919839679359,0.67935871743487,0.692384769539078,0.726452905811623,NA,1,1,1,1,1,1
"51",1000,1,9,TRUE,0.643643643643644,0.625625625625626,0.716216216216216,0.716216216216216,0.718218218218218,0.718218218218218,0.558558558558559,0.558558558558559,0.714214214214214,0.714214214214214,0.465465465465465,0.465465465465465,0.692692692692693,0.675175175175175,0.916916916916917,0.84034034034034,0.980480480480481,0.674174174174174,0.954954954954955,0.663663663663664,0.652152152152152,0.71971971971972,NA,1,1,1,1,1,1
"52",2000,1,9,TRUE,0.685342671335668,0.575537768884442,0.726863431715858,0.726863431715858,0.719859929964982,0.719859929964982,0.64032016008004,0.64032016008004,0.783141570785393,0.783141570785393,0.441220610305153,0.441220610305153,0.633066533266633,0.641070535267634,0.946223111555778,0.836418209104552,0.983491745872936,0.64832416208104,0.958729364682341,0.648574287143572,0.656578289144572,0.714357178589295,NA,1,1,1,1,1,1
"53",100,5,9,TRUE,0.652631578947368,0.598947368421053,0.629473684210526,0.629473684210526,0.635789473684211,0.635789473684211,0.467368421052632,0.467368421052632,0.497894736842105,0.497894736842105,0.477894736842105,0.477894736842105,0.634736842105263,0.635789473684211,0.81,0.720526315789474,0.846315789473684,0.641052631578947,0.798947368421053,0.628421052631579,0.64,0.654736842105263,NA,0.924210526315789,0.924210526315789,0.934736842105263,0.934736842105263,0.928421052631579,0.928421052631579
"54",500,5,9,TRUE,0.651111111111111,0.595151515151515,0.645050505050505,0.645050505050505,0.653737373737374,0.653737373737374,0.490707070707071,0.490707070707071,0.61,0.61,0.49010101010101,0.49010101010101,0.633333333333333,0.636161616161616,0.827272727272727,0.763636363636364,0.873737373737374,0.636767676767677,0.828080808080808,0.645050505050505,0.641010101010101,0.655757575757576,NA,0.956767676767677,0.956767676767677,0.97030303030303,0.97030303030303,0.97030303030303,0.97030303030303
