"","n","m","dim","type_of_pareto_data","perc_increase","mult","intensity_parameter","roc_Loo_multi_low","roc_Loo_multi_high","roc_Loo_low","roc_Loo_high","roc_KNN_log_N_P_low","roc_KNN_log_N_P_high","roc_KNN_log_N_P_diff_net_low","roc_KNN_log_N_P_diff_net_high","roc_KNN_5_sqrt_N_low","roc_KNN_5_sqrt_N_high","roc_KNN_5_sqrt_N_diff_net_low","roc_KNN_5_sqrt_N_diff_net_high","roc_optics_k_mean_low","roc_optics_k_mean_high","roc_optics_k_mean_diff_net_low","roc_optics_k_mean_diff_net_high","roc_optics_k_5_low","roc_optics_k_5_high","roc_optics_k_5_diff_net_low","roc_optics_k_5_diff_net_high","roc_optics_sqrt_n_low","roc_optics_sqrt_n_high","roc_optics_sqrt_n_diff_net_low","roc_optics_sqrt_n_diff_net_high","roc_OTS_low","roc_OTS_high","roc_OTS_diff_net_low","roc_OTS_diff_net_high","roc_OTS_cosine_low","roc_OTS_cosine_high","roc_OTS_diff_net_cosine_low","roc_OTS_diff_net_cosine_high","roc_OTS_cosine_med_low","roc_OTS_cosine_med_high","roc_OTS_euc_med_low","roc_OTS_euc_med_high","roc_OTS_glob_avg_OTS_low","roc_OTS_glob_avg_OTS_high","roc_spoutlier_low","roc_spoutlier_high","roc_spoutlier_diff_net_low","roc_spoutlier_diff_net_high","roc_spoutlier_diff_net_norm_low","roc_spoutlier_diff_net_norm_high","roc_DPCC_low","roc_DPCC_high","roc_cook_max_low","roc_cook_max_high","roc_cook_max_diff_net_low","roc_cook_max_diff_net_high","roc_cook_avg_low","roc_cook_avg_high","roc_cook_avg_diff_net_low","roc_cook_avg_diff_net_high","roc_cook_med_low","roc_cook_med_high","roc_cook_med_diff_net_low","roc_cook_med_diff_net_high"
"11",500,1,5,0,0.1,1.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1000,1,5,0,0.1,1.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",100,5,5,0,0.1,1.1,3,0.213179185265604,0.765328350848422,0.211188978354876,0.751631114824807,0.223751735252883,0.747860596964304,0.223751735252883,0.747860596964304,0.225174674384893,0.747860596964304,0.225174674384893,0.747860596964304,0.215527131435614,0.748005398238354,0.215527131435614,0.748005398238354,0.187491865273641,0.740889099604503,0.187491865273641,0.740889099604503,0.201483643645471,0.75492128275642,0.201483643645471,0.75492128275642,0.215489729127044,0.750343069326138,0.223896095272698,0.760764866934059,0.223710902344955,0.792944987755412,0.215030839067724,0.77318108399347,0.244853844124683,0.781467538195443,0.217427244081698,0.748588942764827,0.232478671336111,0.756526090243465,0.201859723315332,0.756881015653774,0.194733917553371,0.739681745573999,0.201056188113671,0.765889040413165,NA,NA,0.218383145521464,0.757883057629174,0.218383145521464,0.757883057629174,0.213472677435821,0.744914033996123,0.213472677435821,0.744914033996123,0.207581578650326,0.759215750224304,0.207581578650326,0.759215750224304
"14",500,5,5,0,0.1,1.1,3,0.264022020975412,0.773748221271028,0.256636983544122,0.768335302154198,0.241602353503174,0.7771223336866,0.241602353503174,0.7771223336866,0.24282907184178,0.771701118296327,0.24282907184178,0.771701118296327,0.235306439228616,0.751652719797113,0.235306439228616,0.751652719797113,0.210388451314815,0.750326806123046,0.210388451314815,0.750326806123046,0.246979186096965,0.770708441952278,0.246979186096965,0.770708441952278,0.244850101132546,0.773490741581575,0.260618851796032,0.782441329118903,0.2335117452123,0.785829405594239,0.230179098164852,0.768834657156071,0.213955262384148,0.750017185686382,0.253013964274748,0.76739326780625,0.24122820378757,0.761729212420837,0.265213276780956,0.7755369088445,0.258418541794004,0.774245814882594,0.241843823455366,0.774675700072807,NA,NA,0.25048217798642,0.778781584891458,0.25048217798642,0.778781584891458,0.252040608711401,0.776096211576906,0.252040608711401,0.776096211576906,0.274699849286408,0.757930829616643,0.274699849286408,0.757930829616643
"15",1000,5,5,0,0.1,1.1,3,0.239369006151716,0.783748378329486,0.25062484917832,0.778631182108108,0.234072071574066,0.76637710055133,0.234072071574066,0.76637710055133,0.238376209375151,0.767196659139239,0.238376209375151,0.767196659139239,0.225452395242298,0.765919234472786,0.225452395242298,0.765919234472786,0.230463541993522,0.754148809089129,0.230463541993522,0.754148809089129,0.228232129656376,0.774625951538375,0.228232129656376,0.774625951538375,0.23541111263383,0.769021377885767,0.219851743755852,0.759624833305104,0.261554339564788,0.786324105456208,0.213896923675853,0.751196614745045,0.239316173852466,0.746049597812439,0.235384681369304,0.774066857442808,0.249119738813051,0.768351830746993,0.241318857102211,0.773167429308043,0.232338366669139,0.764442474207629,0.239395361606262,0.768791816815698,NA,NA,0.232216063563527,0.767474726698032,0.232216063563527,0.767474726698032,0.243128812996834,0.764542744784225,0.243128812996834,0.764542744784225,0.235684202215363,0.760092437351372,0.235684202215363,0.760092437351372
"16",100,10,5,0,0.1,1.1,3,0.300338804285502,0.686117543124556,0.3162529504507,0.686280673616521,0.314244287419636,0.686722143753891,0.314244287419636,0.686722143753891,0.313935375643128,0.687209242442771,0.313935375643128,0.687209242442771,0.290372129303217,0.684645007973629,0.290372129303217,0.684645007973629,0.291975885344094,0.680418761092947,0.291975885344094,0.680418761092947,0.299731264328105,0.688185545171296,0.299731264328105,0.688185545171296,0.312371290075191,0.685814463992483,0.311694670324519,0.674992576896363,0.300374809257784,0.698118689735718,0.284823172900216,0.679547546057631,0.302425661217094,0.682766784253485,0.317472939386526,0.686818054130373,0.2964372143065,0.683022529445611,0.312193491093256,0.690139289615834,0.312838722573548,0.690883692260177,0.317728803317074,0.683565624791252,NA,NA,0.320376969153332,0.695094876516736,0.320376969153332,0.695094876516736,0.322658156668397,0.691380302961963,0.322658156668397,0.691380302961963,0.316705534537789,0.691558243487216,0.316705534537789,0.691558243487216
"17",500,10,5,0,0.1,1.1,3,0.300505705182049,0.663972916184386,0.317803777786712,0.674360997508114,0.307536546086365,0.673424741629881,0.307536546086365,0.673424741629881,0.306971410205907,0.668363701608174,0.306971410205907,0.668363701608174,0.297728131893584,0.666684893035978,0.297728131893584,0.666684893035978,0.305740901455601,0.67285651484866,0.305740901455601,0.67285651484866,0.301998006357624,0.671546242788098,0.301998006357624,0.671546242788098,0.315077752598763,0.679899063679052,0.305772536804222,0.669311178110806,0.332546898063549,0.69479479217472,0.3127801318071,0.687585622840553,0.306523588912564,0.671958198338175,0.317946475223106,0.671059224405742,0.301867902327909,0.672356171387929,0.313391641584437,0.679592431962191,0.31029389462958,0.672901697737029,0.30542738455935,0.664912154045225,NA,NA,0.315516926915466,0.674862052396425,0.315516926915466,0.674862052396425,0.317408760029899,0.673390378629542,0.317408760029899,0.673390378629542,0.313448808451064,0.674774265420899,0.313448808451064,0.674774265420899
"18",1000,10,5,0,0.1,1.1,3,0.29794221427019,0.671327268049188,0.311541542545751,0.670575622531541,0.311727032834933,0.672129924829636,0.311727032834933,0.672129924829636,0.30868198128516,0.670422999034422,0.30868198128516,0.670422999034422,0.307664183514276,0.678425426764032,0.307664183514276,0.678425426764032,0.315809846705215,0.681254651828578,0.315809846705215,0.681254651828578,0.317064305220178,0.673911484403729,0.317064305220178,0.673911484403729,0.31451743486941,0.67906163517545,0.309452256519885,0.664995694378312,0.328287071573001,0.685430904312687,0.30112010854349,0.684158480358315,0.297000566850932,0.676528663410638,0.299564091124403,0.667153115529915,0.312461260323408,0.674028337633439,0.305672607105392,0.671884052105276,0.307577977208492,0.67475393019757,0.313474462632855,0.675939116290631,NA,NA,0.304511315178066,0.663945719874074,0.304511315178066,0.663945719874074,0.305703041107459,0.668428955291284,0.305703041107459,0.668428955291284,0.315760376920274,0.674184746993827,0.315760376920274,0.674184746993827
"19",100,1,11,0,0.1,1.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",500,1,11,0,0.1,1.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
