"","n","m","dim","type_of_pareto_data","perc_increase","mult","intensity_parameter","auc(roc_Loo_multi)","auc(roc_Loo)","auc(roc_KNN_log_N_P)","auc(roc_KNN_log_N_P_diff_net)","auc(roc_KNN_5_sqrt_N)","auc(roc_KNN_5_sqrt_N_diff_net)","auc(roc_optics_k_mean)","auc(roc_optics_k_mean_diff_net)","auc(roc_optics_k_5)","auc(roc_optics_k_5_diff_net)","auc(roc_optics_sqrt_n)","auc(roc_optics_sqrt_n_diff_net)","auc(roc_OTS)","auc(roc_OTS_diff_net)","auc(roc_OTS_cosine)","auc(roc_OTS_diff_net_cosine)","auc(roc_OTS_cosine_med)","auc(roc_OTS_euc_med)","auc(roc_OTS_glob_avg_OTS)","auc(roc_spoutlier)","auc(roc_spoutlier_diff_net)","auc(roc_spoutlier_diff_net_norm)","auc_DPCC","auc(roc_cook_max)","auc(roc_cook_max_diff_net)","auc(roc_cook_avg)","auc(roc_cook_avg_diff_net)","auc(roc_cook_med)","auc(roc_cook_med_diff_net)"
"1",100,1,2,0,0.1,1.1,3,0.434343434343434,0.434343434343434,0.363636363636364,0.363636363636364,0.343434343434343,0.343434343434343,0.590909090909091,0.590909090909091,0.242424242424242,0.242424242424242,0.328282828282828,0.328282828282828,0.363636363636364,0.474747474747475,NA,NA,NA,0.343434343434343,NA,0.429292929292929,0.656565656565657,0.424242424242424,0.434343434343434,0.434343434343434,0.434343434343434,0.434343434343434,0.434343434343434,0.434343434343434,0.434343434343434
"2",500,1,2,0,0.1,1.1,3,0.583166332665331,0.589178356713427,0.531062124248497,0.531062124248497,0.557114228456914,0.557114228456914,0.254509018036072,0.254509018036072,0.496993987975952,0.496993987975952,0.775551102204409,0.775551102204409,0.462925851703407,0.671342685370741,NA,NA,NA,0.64128256513026,NA,0.392785571142285,0.67935871743487,0.675350701402806,0.589178356713427,0.589178356713427,0.589178356713427,0.589178356713427,0.589178356713427,0.589178356713427,0.589178356713427
"3",1000,1,2,0,0.1,1.1,3,0.531531531531532,0.533533533533533,0.521521521521522,0.521521521521522,0.572572572572573,0.572572572572573,0.178678678678679,0.178678678678679,0.16966966966967,0.16966966966967,0.702202202202202,0.702202202202202,0.574574574574575,0.702702702702703,NA,NA,NA,0.409409409409409,NA,0.584584584584585,0.448448448448448,0.429429429429429,0.533533533533533,0.533533533533533,0.533533533533533,0.533533533533533,0.533533533533533,0.533533533533533,0.533533533533533
"4",100,5,2,0,0.1,1.1,3,0.583157894736842,0.583157894736842,0.592631578947368,0.592631578947368,0.578947368421053,0.578947368421053,0.543157894736842,0.543157894736842,0.532631578947368,0.532631578947368,0.522105263157895,0.522105263157895,0.548421052631579,0.576842105263158,NA,NA,NA,0.547368421052632,NA,0.486315789473684,0.527368421052632,0.626315789473684,0.583157894736842,0.583157894736842,0.583157894736842,0.583157894736842,0.583157894736842,0.583157894736842,0.583157894736842
"5",500,5,2,0,0.1,1.1,3,0.463232323232323,0.461010101010101,0.435959595959596,0.435959595959596,0.445656565656566,0.445656565656566,0.371919191919192,0.371919191919192,0.452727272727273,0.452727272727273,0.352121212121212,0.352121212121212,0.485454545454545,0.450505050505051,NA,NA,NA,0.470909090909091,NA,0.507474747474748,0.486464646464646,0.462626262626263,0.461010101010101,0.461010101010101,0.461010101010101,0.461010101010101,0.461010101010101,0.461010101010101,0.461010101010101
"6",1000,5,2,0,0.1,1.1,3,0.437386934673367,0.437989949748744,0.406231155778894,0.406231155778894,0.435376884422111,0.435376884422111,0.51427135678392,0.51427135678392,0.408743718592965,0.408743718592965,0.37678391959799,0.37678391959799,0.536482412060302,0.377085427135678,NA,NA,NA,0.510653266331658,NA,0.411658291457286,0.538894472361809,0.426331658291457,0.437989949748744,0.437989949748744,0.437989949748744,0.437989949748744,0.437989949748744,0.437989949748744,0.437989949748744
"7",100,10,2,0,0.1,1.1,3,0.443333333333333,0.45,0.467222222222222,0.467222222222222,0.475555555555556,0.475555555555556,0.47,0.47,0.407222222222222,0.407222222222222,0.384444444444444,0.384444444444444,0.480555555555556,0.467222222222222,NA,NA,NA,0.463888888888889,NA,0.517777777777778,0.466111111111111,0.444444444444444,0.45,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444
"8",500,10,2,0,0.1,1.1,3,0.501428571428571,0.503469387755102,0.512857142857143,0.512857142857143,0.491224489795918,0.491224489795918,0.411938775510204,0.411938775510204,0.463775510204082,0.463775510204082,0.528877551020408,0.528877551020408,0.552448979591837,0.433265306122449,NA,NA,NA,0.53469387755102,NA,0.441224489795918,0.51530612244898,0.526326530612245,0.503469387755102,0.504489795918367,0.504489795918367,0.504489795918367,0.504489795918367,0.504489795918367,0.504489795918367
"9",1000,10,2,0,0.1,1.1,3,0.543888888888889,0.545050505050505,0.554343434343434,0.554343434343434,0.555454545454545,0.555454545454545,0.403080808080808,0.403080808080808,0.392525252525252,0.392525252525252,0.41989898989899,0.41989898989899,0.471717171717172,0.483131313131313,NA,NA,NA,0.561767676767677,NA,0.478484848484848,0.537727272727273,0.547777777777778,0.544949494949495,0.545050505050505,0.545050505050505,0.545050505050505,0.545050505050505,0.545050505050505,0.545050505050505
"10",100,1,5,0,0.1,1.1,3,0.292929292929293,0.282828282828283,0.232323232323232,0.232323232323232,0.232323232323232,0.232323232323232,0.343434343434343,0.343434343434343,0.424242424242424,0.424242424242424,0.393939393939394,0.393939393939394,0.282828282828283,0.262626262626263,0.707070707070707,0.727272727272727,0.46969696969697,0.242424242424242,0.313131313131313,0.303030303030303,0.282828282828283,0.333333333333333,NA,0.363636363636364,0.363636363636364,0.323232323232323,0.323232323232323,0.464646464646465,0.464646464646465
