"","n","m","dim","type_of_pareto_data","perc_increase","mult","intensity_parameter","auc(roc_Loo_multi)","auc(roc_Loo)","auc(roc_KNN_log_N_P)","auc(roc_KNN_log_N_P_diff_net)","auc(roc_KNN_5_sqrt_N)","auc(roc_KNN_5_sqrt_N_diff_net)","auc(roc_optics_k_mean)","auc(roc_optics_k_mean_diff_net)","auc(roc_optics_k_5)","auc(roc_optics_k_5_diff_net)","auc(roc_optics_sqrt_n)","auc(roc_optics_sqrt_n_diff_net)","auc(roc_OTS)","auc(roc_OTS_diff_net)","auc(roc_OTS_cosine)","auc(roc_OTS_diff_net_cosine)","auc(roc_OTS_cosine_med)","auc(roc_OTS_euc_med)","auc(roc_OTS_glob_avg_OTS)","auc(roc_spoutlier)","auc(roc_spoutlier_diff_net)","auc(roc_spoutlier_diff_net_norm)","auc_DPCC","auc(roc_cook_max)","auc(roc_cook_max_diff_net)","auc(roc_cook_avg)","auc(roc_cook_avg_diff_net)","auc(roc_cook_med)","auc(roc_cook_med_diff_net)"
"1",100,1,2,0,0.1,1.1,3,0.717171717171717,0.717171717171717,0.484848484848485,0.484848484848485,0.626262626262626,0.626262626262626,0.343434343434343,0.343434343434343,0.47979797979798,0.47979797979798,0.636363636363636,0.636363636363636,0.313131313131313,0.434343434343434,NA,NA,NA,0.737373737373737,NA,0.681818181818182,0.737373737373737,0.0454545454545455,0.717171717171717,0.717171717171717,0.717171717171717,0.717171717171717,0.717171717171717,0.717171717171717,0.717171717171717
"2",500,1,2,0,0.1,1.1,3,0.961923847695391,0.961923847695391,0.923847695390782,0.923847695390782,0.94188376753507,0.94188376753507,0.146292585170341,0.146292585170341,0.376753507014028,0.376753507014028,0.993987975951904,0.993987975951904,0.995991983967936,0.957915831663327,NA,NA,NA,0.875751503006012,NA,0.749498997995992,0.583166332665331,0.789579158316633,0.961923847695391,0.961923847695391,0.961923847695391,0.961923847695391,0.961923847695391,0.961923847695391,0.961923847695391
"3",1000,1,2,0,0.1,1.1,3,0.0840840840840841,0.0890890890890891,0.362362362362362,0.362362362362362,0.136136136136136,0.136136136136136,0.778778778778779,0.778778778778779,0.590590590590591,0.590590590590591,0.586586586586587,0.586586586586587,0.026026026026026,0.022022022022022,NA,NA,NA,0.0560560560560561,NA,0.331331331331331,0.217217217217217,0.185185185185185,0.0890890890890891,0.0900900900900901,0.0900900900900901,0.0900900900900901,0.0900900900900901,0.0900900900900901,0.0900900900900901
"4",100,5,2,0,0.1,1.1,3,0.717894736842105,0.713684210526316,0.695789473684211,0.695789473684211,0.682105263157895,0.682105263157895,0.708421052631579,0.708421052631579,0.427368421052632,0.427368421052632,0.614736842105263,0.614736842105263,0.670526315789474,0.677894736842105,NA,NA,NA,0.693684210526316,NA,0.709473684210526,0.725263157894737,0.558947368421053,0.713684210526316,0.715789473684211,0.715789473684211,0.715789473684211,0.715789473684211,0.715789473684211,0.715789473684211
"5",500,5,2,0,0.1,1.1,3,0.53010101010101,0.526868686868687,0.528484848484848,0.528484848484848,0.475555555555556,0.475555555555556,0.415353535353535,0.415353535353535,0.33010101010101,0.33010101010101,0.385454545454545,0.385454545454545,0.604848484848485,0.554949494949495,NA,NA,NA,0.528484848484848,NA,0.462424242424242,0.504646464646465,0.521616161616162,0.526868686868687,0.526464646464646,0.526464646464646,0.526464646464646,0.526464646464646,0.526464646464646,0.526464646464646
"6",1000,5,2,0,0.1,1.1,3,0.611557788944724,0.611658291457286,0.534472361809045,0.534472361809045,0.596582914572864,0.596582914572864,0.414572864321608,0.414572864321608,0.242311557788945,0.242311557788945,0.498592964824121,0.498592964824121,0.534472361809045,0.45427135678392,NA,NA,NA,0.500402010050251,NA,0.374673366834171,0.427738693467337,0.57105527638191,0.611658291457286,0.611658291457286,0.611658291457286,0.611658291457286,0.611658291457286,0.611658291457286,0.611658291457286
"7",100,10,2,0,0.1,1.1,3,0.488333333333333,0.486666666666667,0.483888888888889,0.483888888888889,0.483333333333333,0.483333333333333,0.468888888888889,0.468888888888889,0.447777777777778,0.447777777777778,0.381666666666667,0.381666666666667,0.383333333333333,0.437222222222222,NA,NA,NA,0.525555555555556,NA,0.447777777777778,0.541666666666667,0.502222222222222,0.486666666666667,0.487777777777778,0.487777777777778,0.487777777777778,0.487777777777778,0.487777777777778,0.487777777777778
"8",500,10,2,0,0.1,1.1,3,0.623979591836735,0.626734693877551,0.619591836734694,0.619591836734694,0.652448979591837,0.652448979591837,0.310816326530612,0.310816326530612,0.253265306122449,0.253265306122449,0.552142857142857,0.552142857142857,0.54530612244898,0.69469387755102,NA,NA,NA,0.610714285714286,NA,0.619183673469388,0.595714285714286,0.504897959183673,0.626734693877551,0.626734693877551,0.626734693877551,0.626734693877551,0.626734693877551,0.626734693877551,0.626734693877551
"9",1000,10,2,0,0.1,1.1,3,0.553232323232323,0.546969696969697,0.545858585858586,0.545858585858586,0.548282828282828,0.548282828282828,0.575505050505051,0.575505050505051,0.621919191919192,0.621919191919192,0.571969696969697,0.571969696969697,0.542626262626263,0.443232323232323,NA,NA,NA,0.501060606060606,NA,0.588989898989899,0.58989898989899,0.44040404040404,0.546969696969697,0.546969696969697,0.546969696969697,0.546969696969697,0.546969696969697,0.546969696969697,0.546969696969697
"10",100,1,5,0,0.1,1.1,3,0.494949494949495,0.515151515151515,0.414141414141414,0.414141414141414,0.414141414141414,0.414141414141414,0.707070707070707,0.707070707070707,0.707070707070707,0.707070707070707,0.616161616161616,0.616161616161616,0.484848484848485,0.525252525252525,0.661616161616162,0.0707070707070707,0.646464646464647,0.343434343434343,0.494949494949495,0.303030303030303,0.292929292929293,0.232323232323232,NA,0.444444444444444,0.444444444444444,0.474747474747475,0.474747474747475,0.535353535353535,0.535353535353535
"11",500,1,5,0,0.1,1.1,3,0.0861723446893788,0.032064128256513,0.0240480961923848,0.0240480961923848,0.0240480961923848,0.0240480961923848,0.138276553106212,0.138276553106212,0.0581162324649299,0.0581162324649299,0.00400801603206413,0.00400801603206413,0.0841683366733467,0.144288577154309,0.929859719438878,0.440881763527054,0.424849699398798,0.0180360721442886,0.214428857715431,0.0801603206412826,0.0360721442885772,0.0541082164328657,NA,0.0140280561122244,0.0140280561122244,0.0200400801603206,0.0200400801603206,0.0440881763527054,0.0440881763527054
"12",1000,1,5,0,0.1,1.1,3,0.3003003003003,0.157157157157157,0.151151151151151,0.151151151151151,0.141141141141141,0.141141141141141,0.567567567567568,0.567567567567568,0.826826826826827,0.826826826826827,0.151151151151151,0.151151151151151,0.132132132132132,0.002002002002002,0.0710710710710711,0.597597597597598,0.389389389389389,0.108108108108108,0.227227227227227,0.11011011011011,0.134134134134134,0.189189189189189,NA,0.107107107107107,0.107107107107107,0.134134134134134,0.134134134134134,0.197197197197197,0.197197197197197
"13",100,5,5,0,0.1,1.1,3,0.458947368421053,0.406315789473684,0.448421052631579,0.448421052631579,0.44421052631579,0.44421052631579,0.408421052631579,0.408421052631579,0.332631578947368,0.332631578947368,0.334736842105263,0.334736842105263,0.425263157894737,0.430526315789474,0.511578947368421,0.423157894736842,0.426315789473684,0.432631578947368,0.383157894736842,0.556842105263158,0.410526315789474,0.468421052631579,NA,0.414736842105263,0.414736842105263,0.391578947368421,0.391578947368421,0.378947368421053,0.378947368421053
"14",500,5,5,0,0.1,1.1,3,0.79050505050505,0.76040404040404,0.755959595959596,0.755959595959596,0.755959595959596,0.755959595959596,0.812121212121212,0.812121212121212,0.734141414141414,0.734141414141414,0.812929292929293,0.812929292929293,0.701818181818182,0.774545454545455,0.371111111111111,0.838787878787879,0.458585858585859,0.75030303030303,0.580606060606061,0.743838383838384,0.662424242424242,0.711919191919192,NA,0.766060606060606,0.766060606060606,0.778989898989899,0.778989898989899,0.765656565656566,0.765656565656566
"15",1000,5,5,0,0.1,1.1,3,0.84894472361809,0.804623115577889,0.806030150753769,0.806030150753769,0.805025125628141,0.805025125628141,0.53427135678392,0.53427135678392,0.442613065326633,0.442613065326633,0.778492462311558,0.778492462311558,0.824321608040201,0.824120603015075,0.211959798994975,0.655477386934673,0.588743718592965,0.807035175879397,0.720201005025126,0.825527638190955,0.831959798994975,0.748341708542714,NA,0.78572864321608,0.78572864321608,0.781306532663317,0.781306532663317,0.755376884422111,0.755376884422111
