"","n","m","dim","type_of_pareto_data","perc_increase","mult","intensity_parameter","auc(roc_Loo_multi)","auc(roc_Loo)","auc(roc_KNN_log_N_P)","auc(roc_KNN_log_N_P_diff_net)","auc(roc_KNN_5_sqrt_N)","auc(roc_KNN_5_sqrt_N_diff_net)","auc(roc_optics_k_mean)","auc(roc_optics_k_mean_diff_net)","auc(roc_optics_k_5)","auc(roc_optics_k_5_diff_net)","auc(roc_optics_sqrt_n)","auc(roc_optics_sqrt_n_diff_net)","auc(roc_OTS)","auc(roc_OTS_diff_net)","auc(roc_OTS_cosine)","auc(roc_OTS_diff_net_cosine)","auc(roc_OTS_cosine_med)","auc(roc_OTS_euc_med)","auc(roc_OTS_glob_avg_OTS)","auc(roc_spoutlier)","auc(roc_spoutlier_diff_net)","auc(roc_spoutlier_diff_net_norm)","auc_DPCC","auc(roc_cook_max)","auc(roc_cook_max_diff_net)","auc(roc_cook_avg)","auc(roc_cook_avg_diff_net)","auc(roc_cook_med)","auc(roc_cook_med_diff_net)"
"1",100,1,2,0,0.1,1.1,3,0.378787878787879,0.378787878787879,0.51010101010101,0.51010101010101,0.464646464646465,0.464646464646465,0.54040404040404,0.54040404040404,0.515151515151515,0.515151515151515,0.431818181818182,0.431818181818182,0.383838383838384,0.393939393939394,NA,NA,NA,0.487373737373737,NA,0.373737373737374,0.48989898989899,0.333333333333333,0.378787878787879,0.383838383838384,0.383838383838384,0.383838383838384,0.383838383838384,0.383838383838384,0.383838383838384
"2",500,1,2,0,0.1,1.1,3,0.697394789579158,0.697394789579158,0.635270541082164,0.635270541082164,0.664328657314629,0.664328657314629,0.339679358717435,0.339679358717435,0.57314629258517,0.57314629258517,0.170340681362725,0.170340681362725,0.542084168336673,0.785571142284569,NA,NA,NA,0.707414829659319,NA,0.713426853707415,0.696392785571142,0.430861723446894,0.697394789579158,0.697394789579158,0.697394789579158,0.697394789579158,0.697394789579158,0.697394789579158,0.697394789579158
"3",1000,1,2,0,0.1,1.1,3,0.454954954954955,0.454954954954955,0.307807807807808,0.307807807807808,0.415915915915916,0.415915915915916,0.509009009009009,0.509009009009009,0.54004004004004,0.54004004004004,0.625875875875876,0.625875875875876,0.435935935935936,0.390890890890891,NA,NA,NA,0.396646646646647,NA,0.519019019019019,0.545545545545546,0.558558558558559,0.454954954954955,0.454454454454454,0.454454454454454,0.454454454454454,0.454454454454454,0.454454454454454,0.454454454454454
"4",100,5,2,0,0.1,1.1,3,0.501052631578947,0.502105263157895,0.558947368421053,0.558947368421053,0.518947368421053,0.518947368421053,0.44421052631579,0.44421052631579,0.517368421052632,0.517368421052632,0.484736842105263,0.484736842105263,0.575789473684211,0.606315789473684,NA,NA,NA,0.532105263157895,NA,0.49,0.502631578947368,0.547894736842105,0.502105263157895,0.5,0.5,0.5,0.5,0.5,0.5
"5",500,5,2,0,0.1,1.1,3,0.396666666666667,0.396969696969697,0.453333333333333,0.453333333333333,0.43030303030303,0.43030303030303,0.441010101010101,0.441010101010101,0.361818181818182,0.361818181818182,0.485555555555556,0.485555555555556,0.461616161616162,0.431717171717172,NA,NA,NA,0.432626262626263,NA,0.540606060606061,0.477373737373737,0.503030303030303,0.396969696969697,0.396969696969697,0.396969696969697,0.396969696969697,0.396969696969697,0.396969696969697,0.396969696969697
"6",1000,5,2,0,0.1,1.1,3,0.516532663316583,0.513869346733668,0.494371859296482,0.494371859296482,0.510251256281407,0.510251256281407,0.351407035175879,0.351407035175879,0.473467336683417,0.473467336683417,0.434572864321608,0.434572864321608,0.473266331658291,0.489849246231156,NA,NA,NA,0.481457286432161,NA,0.483517587939699,0.499798994974874,0.496281407035176,0.513869346733668,0.513768844221105,0.513768844221105,0.513768844221105,0.513768844221105,0.513768844221105,0.513768844221105
"7",100,10,2,0,0.1,1.1,3,0.445555555555556,0.444444444444444,0.458055555555556,0.458055555555556,0.426666666666667,0.426666666666667,0.493333333333333,0.493333333333333,0.418333333333333,0.418333333333333,0.468055555555556,0.468055555555556,0.414444444444444,0.518611111111111,NA,NA,NA,0.474166666666667,NA,0.440277777777778,0.477777777777778,0.451388888888889,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444
"8",500,10,2,0,0.1,1.1,3,0.500765306122449,0.500204081632653,0.5,0.5,0.483979591836735,0.483979591836735,0.440714285714286,0.440714285714286,0.439744897959184,0.439744897959184,0.411326530612245,0.411326530612245,0.531020408163265,0.457040816326531,NA,NA,NA,0.49719387755102,NA,0.466938775510204,0.459744897959184,0.456071428571429,0.500204081632653,0.500204081632653,0.500204081632653,0.500204081632653,0.500204081632653,0.500204081632653,0.500204081632653
"9",1000,10,2,0,0.1,1.1,3,0.510429292929293,0.509494949494949,0.491010101010101,0.491010101010101,0.503585858585859,0.503585858585859,0.409116161616162,0.409116161616162,0.435050505050505,0.435050505050505,0.458636363636364,0.458636363636364,0.492323232323232,0.452222222222222,NA,NA,NA,0.496919191919192,NA,0.476489898989899,0.503131313131313,0.509772727272727,0.509494949494949,0.50959595959596,0.50959595959596,0.50959595959596,0.50959595959596,0.50959595959596,0.50959595959596
"10",100,1,5,0,0.1,1.1,3,0.378787878787879,0.52020202020202,0.44949494949495,0.44949494949495,0.45959595959596,0.45959595959596,0.424242424242424,0.424242424242424,0.368686868686869,0.368686868686869,0.404040404040404,0.404040404040404,0.527777777777778,0.616161616161616,0.196969696969697,0.419191919191919,0.404040404040404,0.611111111111111,0.404040404040404,0.505050505050505,0.537878787878788,0.414141414141414,NA,0.414141414141414,0.414141414141414,0.419191919191919,0.419191919191919,0.474747474747475,0.474747474747475
