"","n","m","dim","type_of_pareto_data","perc_increase","mult","intensity_parameter","auc(roc_Loo_multi)","auc(roc_Loo)","auc(roc_KNN_log_N_P)","auc(roc_KNN_log_N_P_diff_net)","auc(roc_KNN_5_sqrt_N)","auc(roc_KNN_5_sqrt_N_diff_net)","auc(roc_optics_k_mean)","auc(roc_optics_k_mean_diff_net)","auc(roc_optics_k_5)","auc(roc_optics_k_5_diff_net)","auc(roc_optics_sqrt_n)","auc(roc_optics_sqrt_n_diff_net)","auc(roc_OTS)","auc(roc_OTS_diff_net)","auc(roc_OTS_cosine)","auc(roc_OTS_diff_net_cosine)","auc(roc_OTS_cosine_med)","auc(roc_OTS_euc_med)","auc(roc_OTS_glob_avg_OTS)","auc(roc_spoutlier)","auc(roc_spoutlier_diff_net)","auc(roc_spoutlier_diff_net_norm)","auc_DPCC","auc(roc_cook_max)","auc(roc_cook_max_diff_net)","auc(roc_cook_avg)","auc(roc_cook_avg_diff_net)","auc(roc_cook_med)","auc(roc_cook_med_diff_net)"
"1",100,1,2,0,0.1,1.1,3,0.444444444444444,0.444444444444444,0.484848484848485,0.484848484848485,0.424242424242424,0.424242424242424,0.54040404040404,0.54040404040404,0.48989898989899,0.48989898989899,0.414141414141414,0.414141414141414,0.525252525252525,0.383838383838384,NA,NA,NA,0.313131313131313,NA,0.313131313131313,0.464646464646465,0.303030303030303,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444
"2",500,1,2,0,0.1,1.1,3,0.480961923847695,0.480961923847695,0.432865731462926,0.432865731462926,0.440881763527054,0.440881763527054,0.176352705410822,0.176352705410822,0.613226452905812,0.613226452905812,0.19438877755511,0.19438877755511,0.456913827655311,0.667334669338677,NA,NA,NA,0.673346693386774,NA,0.707414829659319,0.687374749498998,0.376753507014028,0.480961923847695,0.480961923847695,0.480961923847695,0.480961923847695,0.480961923847695,0.480961923847695,0.480961923847695
"3",1000,1,2,0,0.1,1.1,3,0.428428428428428,0.422422422422422,0.298298298298298,0.298298298298298,0.417417417417417,0.417417417417417,0.384884884884885,0.384884884884885,0.532532532532533,0.532532532532533,0.322322322322322,0.322322322322322,0.540540540540541,0.477477477477477,NA,NA,NA,0.441941941941942,NA,0.537537537537538,0.431431431431431,0.721721721721722,0.422422422422422,0.421421421421421,0.421421421421421,0.421421421421421,0.421421421421421,0.421421421421421,0.421421421421421
"4",100,5,2,0,0.1,1.1,3,0.501052631578947,0.501052631578947,0.551578947368421,0.551578947368421,0.492631578947368,0.492631578947368,0.466315789473684,0.466315789473684,0.5,0.5,0.44,0.44,0.564210526315789,0.593684210526316,NA,NA,NA,0.549473684210526,NA,0.418947368421053,0.516842105263158,0.565263157894737,0.501052631578947,0.501052631578947,0.501052631578947,0.501052631578947,0.501052631578947,0.501052631578947,0.501052631578947
"5",500,5,2,0,0.1,1.1,3,0.395353535353535,0.396767676767677,0.441212121212121,0.441212121212121,0.405656565656566,0.405656565656566,0.432121212121212,0.432121212121212,0.361818181818182,0.361818181818182,0.52040404040404,0.52040404040404,0.461010101010101,0.414545454545455,NA,NA,NA,0.423434343434343,NA,0.548686868686869,0.511515151515151,0.492525252525253,0.396767676767677,0.396767676767677,0.396767676767677,0.396767676767677,0.396767676767677,0.396767676767677,0.396767676767677
"6",1000,5,2,0,0.1,1.1,3,0.514874371859297,0.511959798994975,0.42894472361809,0.42894472361809,0.470954773869347,0.470954773869347,0.346834170854271,0.346834170854271,0.469145728643216,0.469145728643216,0.453065326633166,0.453065326633166,0.510150753768844,0.451457286432161,NA,NA,NA,0.439597989949749,NA,0.459095477386935,0.452462311557789,0.480804020100502,0.511959798994975,0.511758793969849,0.511758793969849,0.511758793969849,0.511758793969849,0.511758793969849,0.511758793969849
"7",100,10,2,0,0.1,1.1,3,0.45,0.445555555555556,0.501111111111111,0.501111111111111,0.517777777777778,0.517777777777778,0.503333333333333,0.503333333333333,0.39,0.39,0.473888888888889,0.473888888888889,0.425,0.538333333333333,NA,NA,NA,0.502222222222222,NA,0.459444444444444,0.507777777777778,0.453333333333333,0.445555555555556,0.445555555555556,0.445555555555556,0.445555555555556,0.445555555555556,0.445555555555556,0.445555555555556
"8",500,10,2,0,0.1,1.1,3,0.523367346938776,0.524081632653061,0.517551020408163,0.517551020408163,0.5,0.5,0.437959183673469,0.437959183673469,0.427142857142857,0.427142857142857,0.422448979591837,0.422448979591837,0.524897959183673,0.449795918367347,NA,NA,NA,0.519795918367347,NA,0.470612244897959,0.471938775510204,0.467959183673469,0.524081632653061,0.524081632653061,0.524081632653061,0.524081632653061,0.524081632653061,0.524081632653061,0.524081632653061
"9",1000,10,2,0,0.1,1.1,3,0.516616161616162,0.515959595959596,0.505050505050505,0.505050505050505,0.513939393939394,0.513939393939394,0.411868686868687,0.411868686868687,0.471060606060606,0.471060606060606,0.467424242424242,0.467424242424242,0.502121212121212,0.435656565656566,NA,NA,NA,0.507676767676768,NA,0.509848484848485,0.504848484848485,0.517171717171717,0.515959595959596,0.516161616161616,0.516161616161616,0.516161616161616,0.516161616161616,0.516161616161616,0.516161616161616
"10",100,1,5,0,0.1,1.1,3,0.525252525252525,0.666666666666667,0.717171717171717,0.717171717171717,0.717171717171717,0.717171717171717,0.707070707070707,0.707070707070707,0.626262626262626,0.626262626262626,0.717171717171717,0.717171717171717,0.646464646464647,0.696969696969697,0.151515151515152,0.464646464646465,0.474747474747475,0.707070707070707,0.474747474747475,0.525252525252525,0.636363636363636,0.535353535353535,NA,0.787878787878788,0.787878787878788,0.808080808080808,0.808080808080808,0.797979797979798,0.797979797979798
"11",500,1,5,0,0.1,1.1,3,0.561122244488978,0.719438877755511,0.779559118236473,0.779559118236473,0.779559118236473,0.779559118236473,0.513026052104208,0.513026052104208,0.549098196392786,0.549098196392786,0.703406813627255,0.703406813627255,0.583166332665331,0.675350701402806,0.663326653306613,0.55811623246493,0.498997995991984,0.769539078156313,0.57314629258517,0.619238476953908,0.795591182364729,0.855711422845691,NA,0.779559118236473,0.779559118236473,0.763527054108216,0.763527054108216,0.745490981963928,0.745490981963928
"12",1000,1,5,0,0.1,1.1,3,0.581081081081081,0.496496496496497,0.538538538538539,0.538538538538539,0.507507507507508,0.507507507507508,0.179179179179179,0.179179179179179,0.365365365365365,0.365365365365365,0.403403403403403,0.403403403403403,0.49049049049049,0.37037037037037,0.658658658658659,0.282282282282282,0.485485485485485,0.515515515515516,0.426426426426426,0.482482482482482,0.630630630630631,0.484484484484485,NA,0.45045045045045,0.45045045045045,0.47047047047047,0.47047047047047,0.518518518518518,0.518518518518518
"13",100,5,5,0,0.1,1.1,3,0.48,0.404210526315789,0.397894736842105,0.397894736842105,0.397894736842105,0.397894736842105,0.465263157894737,0.465263157894737,0.522105263157895,0.522105263157895,0.391578947368421,0.391578947368421,0.370526315789474,0.411578947368421,0.526315789473684,0.496842105263158,0.581052631578947,0.402105263157895,0.517894736842105,0.36,0.372631578947368,0.368421052631579,NA,0.378947368421053,0.378947368421053,0.381052631578947,0.381052631578947,0.387368421052632,0.387368421052632
"14",500,5,5,0,0.1,1.1,3,0.427474747474747,0.486464646464646,0.466666666666667,0.466666666666667,0.462222222222222,0.462222222222222,0.494141414141414,0.494141414141414,0.512727272727273,0.512727272727273,0.486868686868687,0.486868686868687,0.499393939393939,0.409292929292929,0.459393939393939,0.501414141414141,0.486868686868687,0.453737373737374,0.48969696969697,0.51959595959596,0.487676767676768,0.466666666666667,NA,0.446868686868687,0.446868686868687,0.446060606060606,0.446060606060606,0.495353535353535,0.495353535353535
